k,P0_FKP_map0_tracer0,P0_MT_map0_tracer0,P2_FKP_map0_tracer0,P2_MT_map0_tracer0,P4_FKP_map0_tracer0,P4_MT_map0_tracer0,P0_FKP_map0_tracer1,P0_MT_map0_tracer1,P2_FKP_map0_tracer1,P2_MT_map0_tracer1,P4_FKP_map0_tracer1,P4_MT_map0_tracer1,P0_FKP_map0_tracer2,P0_MT_map0_tracer2,P2_FKP_map0_tracer2,P2_MT_map0_tracer2,P4_FKP_map0_tracer2,P4_MT_map0_tracer2,CROSS0_map0_tracers01,CROSS0_map0_tracers02,CROSS0_map0_tracers12,CROSS2_map0_tracers01,CROSS2_map0_tracers02,CROSS2_map0_tracers12,CROSS4_map0_tracers01,CROSS4_map0_tracers02,CROSS4_map0_tracers12,P0_FKP_map1_tracer0,P0_MT_map1_tracer0,P2_FKP_map1_tracer0,P2_MT_map1_tracer0,P4_FKP_map1_tracer0,P4_MT_map1_tracer0,P0_FKP_map1_tracer1,P0_MT_map1_tracer1,P2_FKP_map1_tracer1,P2_MT_map1_tracer1,P4_FKP_map1_tracer1,P4_MT_map1_tracer1,P0_FKP_map1_tracer2,P0_MT_map1_tracer2,P2_FKP_map1_tracer2,P2_MT_map1_tracer2,P4_FKP_map1_tracer2,P4_MT_map1_tracer2,CROSS0_map1_tracers01,CROSS0_map1_tracers02,CROSS0_map1_tracers12,CROSS2_map1_tracers01,CROSS2_map1_tracers02,CROSS2_map1_tracers12,CROSS4_map1_tracers01,CROSS4_map1_tracers02,CROSS4_map1_tracers12,P0_FKP_map2_tracer0,P0_MT_map2_tracer0,P2_FKP_map2_tracer0,P2_MT_map2_tracer0,P4_FKP_map2_tracer0,P4_MT_map2_tracer0,P0_FKP_map2_tracer1,P0_MT_map2_tracer1,P2_FKP_map2_tracer1,P2_MT_map2_tracer1,P4_FKP_map2_tracer1,P4_MT_map2_tracer1,P0_FKP_map2_tracer2,P0_MT_map2_tracer2,P2_FKP_map2_tracer2,P2_MT_map2_tracer2,P4_FKP_map2_tracer2,P4_MT_map2_tracer2,CROSS0_map2_tracers01,CROSS0_map2_tracers02,CROSS0_map2_tracers12,CROSS2_map2_tracers01,CROSS2_map2_tracers02,CROSS2_map2_tracers12,CROSS4_map2_tracers01,CROSS4_map2_tracers02,CROSS4_map2_tracers12,P0_FKP_map3_tracer0,P0_MT_map3_tracer0,P2_FKP_map3_tracer0,P2_MT_map3_tracer0,P4_FKP_map3_tracer0,P4_MT_map3_tracer0,P0_FKP_map3_tracer1,P0_MT_map3_tracer1,P2_FKP_map3_tracer1,P2_MT_map3_tracer1,P4_FKP_map3_tracer1,P4_MT_map3_tracer1,P0_FKP_map3_tracer2,P0_MT_map3_tracer2,P2_FKP_map3_tracer2,P2_MT_map3_tracer2,P4_FKP_map3_tracer2,P4_MT_map3_tracer2,CROSS0_map3_tracers01,CROSS0_map3_tracers02,CROSS0_map3_tracers12,CROSS2_map3_tracers01,CROSS2_map3_tracers02,CROSS2_map3_tracers12,CROSS4_map3_tracers01,CROSS4_map3_tracers02,CROSS4_map3_tracers12
0.04267491390925539,3908.619649926929,3881.2399796213153,-4353.761370045851,-4318.494130499022,17728.46160951471,17438.269211445775,3850.0776881537117,3598.7424000508495,-4579.737718323977,-5690.216428360343,18373.18539459742,15064.955468590593,5106.053419065983,4892.994231216238,2804.9096334423457,870.106961827013,37177.35986965696,27055.212027832826,3751.295133499476,4597.49157009039,4107.8677612338415,-5092.740593167468,-2124.5376486993214,-6334.905844289607,15872.544422124385,22539.365841996612,16812.075518253994,6895.665221136054,6893.955133115759,-14157.902234245239,-14130.051025297555,26055.32387640173,25894.32143207764,7380.860422093978,7240.571814101004,-16011.35838301782,-15593.86688651646,28333.259510963988,26753.814157167,19006.059458354517,18191.14094817858,-44312.09811837966,-38686.82786202241,74807.46547124446,67195.21753056992,7139.692227909798,11269.25468861372,11384.768419153112,-14932.22265481185,-23333.677413898455,-23995.232998558662,26279.49562437697,41655.290178052055,41765.45904179148,6386.406487088736,6378.027280407366,4100.014155761281,4182.139773977611,37073.88990819801,36918.572204996744,6539.589422784539,6498.835171075225,8024.177928688492,8528.582866359307,41941.036054888405,40949.19082785112,11369.212620263484,12212.91899895155,9550.51065175566,10904.304706993875,75113.78143765406,73005.26641939752,6511.813617972233,8896.881494202493,9082.111459146048,6247.689313724487,6916.472503589313,9619.76824167032,38866.296998023994,51887.7666775558,54886.978392294295,2715.4039516265566,2693.102781417487,-5481.162888055284,-5436.080605586417,10619.039004184717,10362.873456349973,5403.600644455629,4873.408582101518,-14217.212937371634,-13455.980471000428,19298.784569930274,15930.476436284924,6144.126233602352,6613.26881320737,-12518.575649471508,-11590.560054153102,31137.144723348247,26743.213666715128,3513.2855301642007,4503.179433144954,5034.295476178288,-8668.628670765853,-8211.813182794178,-12180.965291670542,11940.529164950773,17479.734052671913,17290.872735447774
0.0661124139092554,5763.3367525675685,5777.593454246637,6892.929529672204,6906.545893550192,-20523.789371416333,-20528.25471079342,7971.9224488223845,8015.378477268529,9368.957112814494,9638.324100078666,-28257.066579497037,-28552.640978759664,10530.487240407168,11424.25055737424,13545.080150009782,13616.76658297754,-40964.14780297794,-40529.659362228645,6824.936650430537,8246.318586526468,9567.541032226236,8227.267325913564,9622.764850929181,11829.597822429761,-24280.569378742744,-28756.378307333107,-34582.87257879073,3648.9320982376403,3656.223840071017,-705.7407933816055,-682.4983535460705,-3613.9064919786847,-3627.3283806651884,4703.9073141791505,4739.5414963711155,1041.6851717682575,1138.874149714331,-8560.251712165596,-8524.742857491296,7134.009371155654,6099.471850834867,-1459.0590420342805,2937.0528114398303,-8565.05967376384,-13712.359169193487,4197.361174680673,4765.672349922112,5245.950078691466,63.20134997230966,683.0519318632647,2247.78860083833,-5678.95434607021,-7575.5882450842855,-11158.406810453045,6474.684271519415,6479.317798788412,-5513.143725892934,-5491.071549029897,1749.3984236577353,1741.420659017058,7344.792496715344,7332.082152757606,-5297.468126299893,-4867.66605797827,-105.43193358951335,-629.9537833497903,13631.938454107656,13652.339289416914,-18244.76489353661,-17636.19207810775,14476.318043048226,15055.241932274534,6950.359737928313,9458.252337851156,9930.517598725819,-5227.077687924698,-10115.523011112837,-9409.725667051009,676.1703364639843,6590.722483520731,4620.076045335342,2056.3713453035675,2052.847199627728,-1936.0955560321959,-1885.2113681401995,776.6476193245747,725.9740168368904,2244.3284868015476,2372.81232411314,-1316.6980033572472,-1227.5692468156185,-859.7031758771382,-929.9660508100003,2865.6762633538397,2192.5306108872924,-5992.0329351289,-3794.6254909462596,5557.256318529688,4044.589939265408,2247.0349202888165,2149.73096207786,2607.0945334684143,-1582.5932162032366,-2364.1372453257773,-2615.473949813298,-14.880424915407009,1569.7006127826116,1453.6559878663934
0.0895499139092554,3642.7876791209087,3636.035034055861,1044.1235097407987,1067.1095273829765,-1789.6411125812801,-1838.3778223561742,3568.2058540778426,3546.0245688688583,2356.340758129802,2641.210643117009,-4198.139337747273,-4314.597452618866,5975.616336195458,6605.340812845662,457.8926423190296,-597.3921817513325,-12233.03376455259,-12854.337387512081,3642.1800512059835,4950.719505989591,4988.948827318055,1833.588285415604,503.6889878111027,1540.2162147741678,-2979.004982659127,-5804.62243273334,-7333.915794645373,1727.044620529853,1733.7482333294822,-190.1395813151633,-211.75201228468507,-59.04863530720724,-48.24331744394212,2060.979460589256,2011.5829370796384,-1304.7226033435602,-1468.1467352355253,-1674.1966142250535,-1709.75231471034,3408.8633366441954,3130.567274349177,827.4930293198374,1823.2226065442812,8798.609437155752,7179.757598411855,1882.8703421951534,2413.2619393695454,2270.2348606176447,-806.9061641684531,469.50171508494617,-94.63962912212659,-712.1036769368212,2306.2623837907176,1276.9869911935505,947.4746870570561,948.4010496601311,-327.9149478483476,-307.0205350945176,-551.1440549788009,-570.4788524960333,1172.9508489121706,1166.1896757912725,501.41982515139824,663.0919681313133,-810.5628796452647,-695.1583880512325,1080.924620922338,1830.3128063811062,1359.5093580472023,1655.017769482368,-1268.6186512088648,-2116.7884133057237,1047.2379049863964,1367.9979142423012,1525.5053126752084,144.88568504290276,313.6598755463419,1106.9998951958573,-629.0708378320728,-1356.7948822342657,-840.4135342113142,5734.807969024019,5741.51359642054,396.9429864264428,400.3856613992279,4797.559282027682,4786.0259265446675,7314.183096740035,7439.376180988413,-572.8021466784969,-614.4149689676525,3907.1193622731603,3960.3810018733675,6405.264600109618,6531.7063554728165,2746.9265899249394,4142.950520975837,8238.452785148595,7648.98614965028,6576.81114816932,6496.031550696224,7472.852565242835,-32.21213702739691,1763.2923516668905,1265.0554758532164,4527.261714029353,6040.943695600116,5737.7713113700565
0.11298741390925542,1492.9546763434644,1492.0737076842522,1173.9993202869107,1184.4321672164415,-381.31731747108336,-394.98813273740006,2116.251685883646,2106.334166346427,1013.8333380438687,1171.5983180832761,-53.35243999270688,-261.0209387183358,2841.670128938099,3168.5100963141194,256.62776924984854,773.3453974041872,1878.6704634629357,1851.7270460664347,1766.427433169322,2194.3223954359023,2619.9335532633136,1237.1062418879837,1130.479879808504,1271.172639854439,-402.48371139850764,369.35754562324536,347.7959711820878,1919.967541804723,1926.1282046921488,-222.89744000462252,-218.14168982539266,193.58145648716862,187.5006304594886,2496.2429100648383,2543.5907402767994,336.14056234105595,407.3485962743949,191.14598784553021,170.18416075973295,4474.203667199342,4619.444209597538,2172.387166599109,2910.1864401895095,-392.14376494150196,-889.2256642288471,2231.4705986923873,2989.458756746395,3450.3123069368103,48.80803180955199,783.980314157856,1558.9618004692584,176.80879803939246,-185.27646548952862,-246.88572744005623,3151.477532840025,3155.8458604538555,39.24229715388501,39.22989350922489,-2210.514972757809,-2217.1132388210413,4115.881106188692,4118.180062885339,-267.59462311526636,-146.57019852182637,-2959.784285070179,-3102.7822014413614,9403.017362017652,8859.02779893916,-4217.502341958364,-3282.080691176028,-2595.264759314575,-3849.928996815447,3622.7236470002836,5304.778040912745,5966.412674397056,-25.86928663461093,-1081.3478126759753,-1016.5880290798946,-2644.3984000306173,-2946.1819621458476,-3830.0895334651636,2229.0237155665195,2230.063570779021,258.19281444928123,252.864559330559,-1762.6301135145388,-1763.6574397311897,2357.3522115177325,2362.518708288388,1150.0846582992845,1181.2434431070003,-2427.9528436410174,-2451.6724124114075,5311.527629933086,5392.9178867491955,2081.337991052976,2300.9695376243185,-4221.101252072136,-3809.4771397158333,2325.6121171852815,3473.6096737372786,3623.954378172933,638.1050858155659,898.5078137414392,1828.1353090668395,-2090.15400784855,-2565.2797932822227,-3038.351353077102
0.13642491390925543,2778.932769014179,2787.8481843415952,1045.1358285834783,1055.7928743501336,-5293.4844766372835,-5276.077188415354,3271.4135207689837,3267.3587721576155,845.5787423012989,975.4531884112972,-5681.627023829658,-5594.941205470871,5159.071522761485,5444.620726768138,2940.6432136475946,2872.4518258278717,-9598.493659951964,-8498.357969207078,3043.959876780929,3980.3357796525297,4106.064773214495,1079.8778800529399,1707.5748596870253,1835.6409542418214,-5473.046630283877,-6739.571474026078,-6860.915408894262,1863.7873830849799,1875.0416197821648,248.59932367920973,246.1392840858869,-1940.3566793369564,-1901.8073884244873,2312.19942703727,2388.3914281685456,124.0118668615258,61.91125940496564,-1996.7935718397353,-1763.0852929040354,3344.073996653438,3863.522492713576,1014.3511790721167,1048.7097808920735,-8663.550344961552,-7791.787545460005,2144.510813102663,2729.2568222482882,3079.834321817164,159.11435964384492,562.5697059338416,367.50240508192576,-1792.0433223754524,-3908.5099417530664,-4195.41721940492,1170.5134103653413,1173.1629525174487,660.9847204630333,681.6845723775812,-2492.2796689973,-2517.2857053392217,1382.1922960749826,1373.4521597990843,329.027827136722,476.4357078280678,-3589.3539098727556,-3813.5095512886433,1845.5472708596158,2138.884964475231,-175.11185660468706,257.3438399659291,-2377.546854876813,-2818.212710452337,1275.715528724737,1632.2459605900779,1691.4749557106957,659.1175714061408,637.275656651953,432.2485494056053,-3169.208998694401,-2850.6795211040917,-3657.428792981074,1300.4367951481522,1310.1666572158915,393.01421366052347,401.9014191915684,-2039.3394137026396,-2012.8982659964336,1593.917249676621,1671.9076759744653,557.16291838644,583.8242783723787,-1704.6345592286646,-1561.941374324129,2245.478614975776,2480.263925848155,-729.8806464768278,-811.5485653194133,-5035.1184121584765,-3251.0194255384426,1508.1436848778783,1822.7554177378727,2073.202613560187,502.5532505259562,73.87162400739187,-40.998903566322625,-1818.1712541145032,-2481.079750308977,-2176.458040661191
0.1598624139092554,1550.3139111875723,1545.4632393276963,-160.02280346336582,-163.26384882691823,2936.5905285566264,2892.2542025077505,1718.4646255962377,1670.0182452354036,75.1630411698898,96.24931723231738,3354.0122042816292,3071.2987452808434,3952.624158404726,4123.096436174449,-3226.607154335846,-2501.2336007407557,10232.920726588402,8727.587090574207,1606.866399993163,2543.984913689609,2679.2608913999693,-67.13514597230585,-938.740902126785,-733.315396966288,2921.1655948988746,4948.988208883249,5314.536493407706,1188.5832057202874,1191.5891875494628,-854.267294751126,-842.1343770835954,687.9556649778813,678.3070155673215,1757.013718532803,1789.107161581728,-1620.6695237060048,-1557.4926601744496,2096.89727206776,2002.4663394840236,2100.3786637214116,2671.0690074062213,-3178.632818301727,-3522.5473598862463,2871.4299172711653,1755.0664307341547,1463.9624558518526,1803.57785087995,2276.893190667353,-1121.4834217496089,-1784.5266630576152,-2478.322732945989,1221.0095240142648,1056.8172937009053,1788.9335546606674,1491.735332956495,1501.2006240733328,-281.4393810303926,-275.02078086792085,1907.1886576429781,1878.8887071781398,1653.0713406908772,1640.9670536136678,-487.92087437995093,-360.19158251458,1954.2513265719087,1603.9438359719059,3654.0426978065084,3332.1528414256486,-2415.2619029292146,-1674.3555507566002,7415.051242386378,5842.076796996155,1600.0145800033488,2285.749490045138,2139.5199691759276,-291.2848919336601,-778.8429161130103,-636.4455346915327,1712.7351795745458,3369.331035996995,2849.5841166433806,1262.5105495454031,1262.2290247361327,1625.4455913234303,1647.118255181716,1641.9007809057764,1588.5113824171765,1151.1462281554918,1180.264733059044,1751.6266647463133,1873.9369302110647,2115.4541262023613,1906.85181657544,2073.833726554188,2304.356990528474,4646.3791892574645,4541.4365685255425,6238.283796791467,4069.716646220073,1252.742239677422,1707.8103992793967,1747.1757461108732,1823.3518876391295,2771.155264835424,2868.723993470483,1660.440375173185,2299.476561655979,2956.61130340871
0.18329991390925543,1097.9553295625515,1102.0036012374187,-368.686867742841,-349.975487896565,-19.343214765813148,-16.033750014382345,1516.2634811950722,1501.849794484042,-830.1610975425102,-637.1029380104568,-240.87828524656203,-256.227441438682,3338.271871138262,3459.9893375157567,-2759.5924951051747,-2922.0377390672047,1422.3848347012072,2145.0641842059035,1288.8425088346603,2010.4273286873763,2235.5796522764117,-412.6444986548325,-1259.81873749977,-1473.1899520630798,-122.0698039746808,745.1615273309272,682.2526157605922,1134.0499299181301,1135.939441797349,-593.5563410889023,-578.1021145488336,288.466159195346,277.4864595083248,1066.4155651957167,1066.1717169738424,-533.1275901573357,-424.5439679794786,-268.55732843686843,-362.90919643834894,1970.6067089183598,2278.9315247862733,-45.86772656433139,574.0463135703874,-2074.4052628776753,-2471.0046088978806,1126.148881694423,1639.2198438844357,1580.5863999763465,-490.3354047725254,-223.63646393143412,6.918680559807979,-11.09237358420194,-598.7102454469176,-1265.7824150368474,1122.3031825989758,1130.438966066603,376.232209217486,381.1918021583999,-1243.0261227316855,-1232.0631865085334,1156.4846974693867,1157.650956418506,397.51711162555165,450.1252247939013,-1990.39415253188,-1895.9270913936093,2233.064444807893,2576.0755320480207,295.9458511178429,386.1788473853811,-3024.6372026552353,-2189.1648080365217,1169.3420044815966,1767.256725466606,1664.19038700723,431.79664269783126,412.45760709317915,479.4181513428792,-1505.9052943182369,-1629.5803361464873,-1945.8435426580086,960.7775130910555,966.9972361830883,-322.7788564271457,-309.4592166190293,-698.0811722765178,-696.9394303400934,1069.9019690938528,1092.183141123778,-341.06132973283144,-356.7074537860015,-825.6925872455389,-646.2944819562499,1639.1350856422903,1907.684736660517,-391.9813603962661,-207.35344115737325,-3619.774283902513,-3087.6135330354105,1045.5659674796661,1394.711492807326,1425.1542414069527,-320.7858149805344,-210.99109961417398,-526.8467902400014,-660.1405932942473,-1639.2926915115838,-1209.6951012929278
0.20673741390925543,642.8368267718628,646.3790525264365,-102.87708546300394,-90.06510446206929,594.512538830592,579.1664930362936,741.4484419001229,763.6226345296917,-82.0633371261412,-35.69836672228936,887.8374306360271,695.1798728023743,1250.8870753475617,1506.067138250185,-118.75935682174376,177.87378304196312,2192.853655492153,1494.6685301717062,712.4625201109021,1001.8335396405604,1098.0752366736106,-46.1619833844538,40.1020944933909,-23.783900186008303,589.0373591537581,954.1841787040247,792.8374926363582,996.2248368900423,992.2350783948231,-8.690712225047866,1.6185879677613568,672.608345872055,646.5605226509091,1272.2307861528234,1275.0450343683367,347.5681955654587,458.92015294277184,190.91017435589822,62.165930971024146,1588.4746603730016,1793.4978463869911,-361.55806002547325,-364.60172369867445,864.8567463803623,170.55424551408268,1119.6372213841573,1331.0135418866919,1610.0227710970535,225.70117404524248,-140.30310807922845,214.54522942988814,363.8161879938537,469.67880774075326,168.70210812894837,735.2501138671829,734.6206132824074,-157.64968948683412,-157.11740727722747,390.27574234368944,349.55489103105526,855.2008793151984,847.6066888879335,-620.2858253995516,-546.5623727009424,1140.734150407589,934.7884467815252,1399.0946554568334,1700.6136050419746,-1454.7089693886708,-1037.0981070695705,2195.3754493681054,1166.0152683341078,788.8138354437078,1133.2071219260947,1238.5718032509324,-311.8996128533747,-489.5851854756926,-562.793526393364,515.9499400946304,522.4261390431644,1148.089954706977,855.194450488421,853.7713292187212,-301.3354348660371,-294.811861953045,671.9140446877052,637.7573234851726,1009.6931964543083,1004.8949965611839,-310.93699066789185,-259.0851163683458,1537.3434083242773,1370.872288814181,1937.3606993714395,2036.4018894753194,-1316.5524792832105,-756.1711369854339,794.8149061673051,645.4763346169092,927.4577111537948,1318.4077057985764,1463.6765034497455,-272.88817247279974,-448.7371374643027,-389.3294388963556,877.2056108385323,622.895961817597,1308.4464631204519
0.23017491390925546,767.7958860844257,772.7828794661492,-205.77476541192038,-194.2711442925541,-203.23450007377275,-202.46186622575223,1040.8232695886898,1057.2787627920668,-336.7414795030368,-319.8359052127283,332.2644815705818,362.44284850740047,1340.0084099593778,1443.7576319519028,29.54376178232529,-184.62781497398538,-311.6670193289396,232.34982608851445,913.0991151125104,1084.6323858745686,1208.3884744046843,-228.40282826185378,-166.71782390636588,-448.8979465663037,28.779746273852332,-74.09915310267867,438.6961348257637,764.7087373191058,773.1956085041908,8.759779281107456,2.0082186452554627,-224.5879026348445,-216.30900388642866,769.757502995299,765.6328222410316,-34.60580885838874,-82.0995429879132,-379.3926781400843,-299.94749252644215,2030.2067076474048,2095.7904886089123,377.0032335235561,274.3942652571139,-83.77300925679208,140.9376161792922,793.9515940309676,1329.4423521582391,1175.9084446953857,-49.577832603744504,82.7570843096635,51.28591267113637,-231.45334766541148,-122.21457612457608,-77.52164216938472,792.180441487092,792.5987866417593,-167.97934704994208,-166.7162074537436,-376.2100105070966,-382.52282940647177,1005.0646961694282,996.3297691610878,121.10292678221799,154.78971784590135,-387.86087732747313,-482.464627989999,2250.9155009239753,2297.4078191905305,-1563.0034911424978,-1431.4008574089244,-655.3806026258574,-745.0465535014805,889.4970642338553,1366.889561479864,1516.9853894354462,-29.899622311878673,-604.3403409413188,-396.32838674482156,-455.4926885865932,-507.2338574887629,-703.6544185628345,730.7121870845742,738.7108369170019,-272.9184896583828,-274.8448656983078,222.1673081194305,227.89508600194003,820.8851825524358,871.7893993996906,-341.7081038349269,-314.059545778161,97.2197637597616,160.18831596532087,850.3153838665487,1174.3587521785385,943.0775402198816,926.8784231613214,54.673149148800285,629.8970927319285,823.5699799904479,972.7041709389034,1034.1417235227043,-293.40290291386845,57.31384702742825,245.84761195005714,216.73106587404126,391.7747238782178,457.949359094756
0.25361241390925543,678.5885623125845,678.3796677263191,-281.6744406515559,-267.9110529050228,351.29268052226655,329.55345851896686,656.7917093631179,636.864820186772,-139.59622639090557,-29.800438216525663,160.9010164991058,29.217833236164726,1245.874448917031,1401.0948464952594,-520.8705560797417,182.36819926078704,1275.8573513905203,627.3454020175316,667.5040527461829,997.5903991010055,936.8935100135394,-142.71523886353506,-118.55385215748568,145.88378818387622,164.05173930204893,402.32200310247157,257.78679174591724,574.2653989076605,575.3797512983741,-31.9792608499713,-12.46978620667774,530.6998913339614,510.12122053584386,726.0989857740905,725.5398557257345,8.804214903242173,116.38460549115523,952.1505625827078,783.2903380743494,890.3840668327956,1125.556834746828,-651.5654020932,-331.596726584704,1569.4895505047923,1011.4379465469779,646.6281508254038,825.7081831430064,914.2711291469147,83.70800085711355,-71.40544281483258,-103.52992230869881,579.5129585381494,703.439678421953,808.1231898170487,663.3060266588928,670.2722669249232,-52.39818101051399,-37.24925289763812,343.31004196132255,327.5851640215661,808.1173640698934,794.910650459266,108.06028393554301,237.6288122636971,328.77578668530595,173.09625438616476,1573.51388630436,1500.6765319689093,182.7295381104951,714.8668300818487,1168.733532331319,328.24298645278327,741.8224395940742,1049.0423316397105,950.0819565122792,114.61145773030185,217.7293936230145,522.2677942281758,228.5435998694941,346.1897157844467,67.04565623595951,602.9038874275063,611.4768996065693,-129.91904118720475,-124.54517442419223,398.0816092324983,398.47961952851574,720.8487825363378,769.0317337508907,-200.54398854302923,-136.80734812180205,293.6518993996235,255.64331603515018,1058.1891752011372,1234.2905430403844,-1077.8419143035403,-388.93297550799383,1887.7084994893773,1139.859638746785,706.2118383645281,892.624530850354,959.3152071185289,-120.4331111034515,-207.67148948503234,-109.62476690118919,348.1164662627325,673.3442961530975,434.28441020623484
