1.000000000000000048e-04 5.586355269876331704e+02 1.206318896812660739e+02 3.256860940628100387e+00
1.020200000000000024e-04 5.694886390618199812e+02 1.229755132915849174e+02 3.320134889844860382e+00
1.040809999999999950e-04 5.805519620580929541e+02 1.253645298977081666e+02 3.384634374569542192e+00
1.061839999999999984e-04 5.918332815661408404e+02 1.278006207216652683e+02 3.450404785002540109e+00
1.083289999999999991e-04 6.033287047910630463e+02 1.302829451523195985e+02 3.517423426031452305e+00
1.105169999999999991e-04 6.150499101174081034e+02 1.328140250227467902e+02 3.585758382959919555e+00
1.127500000000000030e-04 6.269968975451256483e+02 1.353938603328385568e+02 3.655409655777345446e+00
1.150269999999999949e-04 6.391774526639036367e+02 1.380241323046204798e+02 3.726422634683588697e+00
1.173509999999999950e-04 6.515954682685453463e+02 1.407056815490178678e+02 3.798820014770006637e+00
1.197220000000000033e-04 6.642509443590008686e+02 1.434385080659222922e+02 3.872601796026079679e+00
1.221399999999999927e-04 6.771555593198080487e+02 1.462251336883869044e+02 3.947836063752936830e+00
1.246080000000000104e-04 6.903093131508957185e+02 1.490655584162571756e+02 4.024522817935232588e+00
1.271249999999999865e-04 7.037160986470728403e+02 1.519606228604712612e+02 4.102684753665783113e+00
1.296930000000000066e-04 7.173875941928557722e+02 1.549128488540345927e+02 4.182389956241373774e+00
1.323130000000000053e-04 7.313199069933082228e+02 1.579213957857349442e+02 4.263615730541983950e+00
1.349859999999999981e-04 7.455247154329431396e+02 1.609887854885699028e+02 4.346430161863766628e+00
1.377130000000000010e-04 7.600059123065418589e+02 1.641158585734176825e+02 4.430855945293578735e+00
1.404950000000000025e-04 7.747634976140176377e+02 1.673026150400918937e+02 4.516893080812411476e+00
1.433329999999999912e-04 7.898130425347311530e+02 1.705524173326112418e+02 4.604632348817651710e+00
1.462280000000000101e-04 8.051506542737223526e+02 1.738644248397125693e+02 4.694051054184131822e+00
1.491820000000000093e-04 8.207880112154700782e+02 1.772411593943194532e+02 4.785217282200783906e+00
1.521960000000000045e-04 8.367251133598641673e+02 1.806826209961958511e+02 4.878131032844247983e+00
1.552710000000000114e-04 8.529736390913772084e+02 1.841913314782519251e+02 4.972860391401453306e+00
1.584070000000000031e-04 8.695374812047576825e+02 1.877681314512946358e+02 5.069428052952431152e+00
1.616069999999999996e-04 8.864244252895836098e+02 1.914147021371136930e+02 5.167879407673718006e+00
1.648719999999999895e-04 9.036344713457174294e+02 1.951310435354116919e+02 5.268214455536080365e+00
1.682029999999999886e-04 9.211792977575994428e+02 1.989196774790306392e+02 5.370501281819812789e+00
1.716010000000000126e-04 9.390666901147994849e+02 2.027822851897415148e+02 5.474785276700230519e+00
1.750669999999999961e-04 9.572966484171545289e+02 2.067188666671922306e+02 5.581066440142104845e+00
1.786040000000000132e-04 9.758847438439169082e+02 2.107327843551700823e+02 5.689435552519383599e+00
1.822120000000000098e-04 9.948270836000522195e+02 2.148231976422497382e+02 5.799869918691711312e+00
1.858929999999999903e-04 1.014139238864800745e+03 2.189934689721911241e+02 5.912460319029949396e+00
1.896479999999999976e-04 1.033825102432817403e+03 2.232444389555990085e+02 6.027229448594058958e+00
1.934790000000000088e-04 1.053892459893592786e+03 2.275777888140766265e+02 6.144222697542376821e+00
1.973880000000000014e-04 1.074349096836605668e+03 2.319951997691951533e+02 6.263485456029438403e+00
2.013750000000000023e-04 1.095202798851343687e+03 2.364983530425509173e+02 6.385063114213366475e+00
2.054430000000000047e-04 1.116457458732380701e+03 2.410880892445746326e+02 6.508978367136854182e+00
2.095940000000000129e-04 1.138124754864007627e+03 2.457669302077837585e+02 6.635299300047932114e+00
2.138279999999999998e-04 1.160208580040806282e+03 2.505357165426271706e+02 6.764048607991638207e+00
2.181469999999999969e-04 1.182724505441892234e+03 2.553978106925959253e+02 6.895317071312104140e+00
2.225539999999999973e-04 1.205672531066905321e+03 2.603532126569127172e+02 7.029104689932776928e+00
2.270499999999999895e-04 1.229064335300075300e+03 2.654044442679649478e+02 7.165479549089595501e+00
2.316370000000000050e-04 1.252907703730734283e+03 2.705531867470122052e+02 7.304487038906533058e+00
2.363160000000000054e-04 1.277214314743069053e+03 2.758019619263471327e+02 7.446195244610190223e+00
2.410900000000000109e-04 1.301988061131486347e+03 2.811516104160417058e+02 7.590626861208049192e+00
2.459599999999999829e-04 1.327240621280121786e+03 2.866046540482808496e+02 7.737849973915503554e+00
2.509289999999999958e-04 1.352983673573045280e+03 2.921636146551044817e+02 7.887932667933749364e+00
2.559980000000000111e-04 1.379221110804619002e+03 2.978293328464891374e+02 8.040897638261277791e+00
2.611700000000000219e-04 1.405968504153706590e+03 3.036051710653823079e+02 8.196835665189157183e+00
2.664459999999999897e-04 1.433229746414610645e+03 3.094919699216277991e+02 8.355769443701092314e+00
2.718280000000000002e-04 1.461016515971291483e+03 3.154922512470336073e+02 8.517767058976746242e+00
2.773189999999999922e-04 1.489340491207647574e+03 3.216085368732723282e+02 8.682896596180528448e+00
2.829220000000000129e-04 1.518209457712678386e+03 3.278425080208845657e+02 8.851203445366614631e+00
2.886370000000000081e-04 1.547635093870276478e+03 3.341966865215316034e+02 9.022755691699368086e+00
2.944679999999999867e-04 1.577625185269330132e+03 3.406727535955152462e+02 9.197598725208004922e+00
3.004169999999999801e-04 1.608195303088443097e+03 3.472740716852210880e+02 9.375823326128370994e+00
3.064850000000000040e-04 1.639357125711345589e+03 3.540031626219588929e+02 9.557497579589735892e+00
3.126769999999999745e-04 1.671114545931883413e+03 3.608608670145913493e+02 9.742644180480365179e+00
3.189930000000000001e-04 1.703487027723418350e+03 3.678513879163336355e+02 9.931376604118348439e+00
3.254369999999999811e-04 1.736478463879713445e+03 3.749755659358631874e+02 1.012371754537203827e+01
3.320120000000000189e-04 1.770108318373904467e+03 3.822376041259132080e+02 1.031978047951282740e+01
3.387190000000000209e-04 1.804380483999727858e+03 3.896383430951042328e+02 1.051958810140436462e+01
3.455609999999999802e-04 1.839310531935334666e+03 3.971811452848489807e+02 1.072323119118592416e+01
3.525420000000000138e-04 1.874914033358757024e+03 4.048693731363007373e+02 1.093080052897202670e+01
3.596639999999999907e-04 1.911202666653172628e+03 4.127055484795784537e+02 1.114236419977482484e+01
3.669300000000000122e-04 1.948184217406786274e+03 4.206913525335097574e+02 1.135796759347925011e+01
3.743420000000000016e-04 1.985874256797458202e+03 4.288301477388794751e+02 1.157770149016263517e+01
3.819040000000000217e-04 2.024288356002863338e+03 4.371252965360698681e+02 1.180165666986285800e+01
3.896190000000000113e-04 2.063438193405767834e+03 4.455793207543144376e+02 1.202990121750485741e+01
3.974900000000000178e-04 2.103335447388833927e+03 4.541947422226180606e+02 1.226250321799141574e+01
4.055199999999999799e-04 2.143995689129456878e+03 4.629749233807628457e+02 1.249955345130069873e+01
