9.587517225492990210e-04 1.000000000000000000e+00 -2.568521330113587159e-02 1.918316419963609840e-02 -1.226270005401728092e-01
1.051604674627510576e-03 9.652629302295244740e-01 -2.229245223489444705e-01 -1.419271682980402169e-02 1.100747300026732739e-01
1.153450226673851439e-03 9.650022952099350793e-01 -9.167827967196795491e-02 1.709355078707475162e-02 -9.875364108019007992e-02
1.265159291808221759e-03 9.279601759758522306e-01 -2.629041483078439767e-01 -9.104563145186128290e-03 8.883785261877133466e-02
1.387687129131123624e-03 9.172000867789545930e-01 -1.706571213082526406e-01 1.716195869666513329e-02 -7.964346464471197540e-02
1.522081512442531549e-03 8.750084440990351098e-01 -3.242101909037186092e-01 -2.575624414396005674e-03 7.201047760934725650e-02
1.669491690082854952e-03 8.521885226739835950e-01 -2.658854521062907761e-01 2.071679664764563070e-02 -6.418815919001877313e-02
1.831178212514388828e-03 8.018784763010660122e-01 -4.074504751367896693e-01 7.579413033079974646e-03 5.891774995015863770e-02
2.008523711681948522e-03 7.651839193847936871e-01 -3.771007440285755741e-01 3.049617934655608070e-02 -5.125731708689035965e-02
2.203044724330419785e-03 7.040706453260774378e-01 -5.079363215670980036e-01 2.537909543170418017e-02 4.944511240970680260e-02
2.416404660384036552e-03 6.521495932605080315e-01 -4.957065057632052962e-01 5.172436998055170848e-02 -3.925556608246903723e-02
2.650428027284082791e-03 5.788151337707423405e-01 -6.092894001030269013e-01 5.800705146270961760e-02 4.465014403362387030e-02
2.907116031921804129e-03 5.122007299378622536e-01 -5.968428131370662193e-01 9.363962744293696794e-02 -2.505478215390058785e-02
3.188663693583454993e-03 4.283090414818296332e-01 -6.741540380591207748e-01 1.174234547140334123e-01 4.834452283080570290e-02
3.497478614245684309e-03 3.516940062183611659e-01 -6.297556263621940653e-01 1.708744226133658006e-01 -1.528456878422317176e-03
3.836201566731887135e-03 2.645140641844311857e-01 -6.361560255674590936e-01 2.209662150305182760e-01 7.061841044273166335e-02
4.207729076785252098e-03 1.892440622381084958e-01 -5.150664968629865559e-01 3.023121465877647851e-01 4.734494923881443079e-02
4.615238192164961700e-03 1.134054915953262577e-01 -4.082418201521318957e-01 3.870215746477280172e-01 1.339570144786215722e-01
5.062213650573694178e-03 5.751127604063825671e-02 -1.723907200254721772e-01 5.015819011745810130e-01 1.530830509792432959e-01
5.552477678737896723e-03 1.185169332372588459e-02 6.090870563311537311e-02 6.180805640195534689e-01 2.779239734017072694e-01
6.090222677462191550e-03 -7.795999685430235644e-03 3.866034248109924687e-01 7.508591004684880277e-01 3.605338237192074469e-01
6.680047072157821973e-03 -1.382818282223390732e-02 6.580093926828171069e-01 8.655660836337472075e-01 5.413080881074805450e-01
7.326994635414349477e-03 -9.507198045148154328e-05 9.141538790406520398e-01 9.617685653176536453e-01 6.817665843539260084e-01
8.036597617874152374e-03 1.415214640054822393e-02 1.000000000000000000e+00 1.000000000000000000e+00 8.748988331571890820e-01
8.814924056235223099e-03 2.734275722735821437e-02 9.537745288229562135e-01 9.781470595504507815e-01 9.660147900169979707e-01
9.668629662927988311e-03 2.291040840171065796e-02 7.068103989617597893e-01 8.761783066846503543e-01 1.000000000000000000e+00
1.060501474119070198e-02 9.895148917054678167e-03 4.173416769160585571e-01 7.244245406296685452e-01 8.389011768881182718e-01
1.163208661224215956e-02 -8.214976761957237458e-03 1.578109679710030244e-01 5.467577958811015160e-01 5.856235116138447383e-01
1.275862808838598879e-02 -1.038078519134521399e-02 9.920333502524562863e-02 3.969285767256054975e-01 2.614779803209184017e-01
1.399427257758137540e-02 -1.257041324061242658e-03 1.481530088876729101e-01 2.835200777917661341e-01 1.057593229198776213e-01
1.534958646172283891e-02 1.034598617300842502e-02 1.954256957538231809e-01 2.062359813269868392e-01 1.217627688621466808e-01
1.683615945307143438e-02 3.381429517495001744e-03 7.902190166429118312e-02 1.362560467994190228e-01 2.461453847704072051e-01
1.846670370150357843e-02 -5.179618829061168224e-03 -1.580864924652751122e-02 9.157785895179641755e-02 1.815928627901070291e-01
2.025516250007441607e-02 -1.856386978888743518e-03 1.139698891847484331e-02 7.164450521788716386e-02 3.961510079904524001e-02
2.221682951847094023e-02 5.977453872412352189e-03 6.362155710559157240e-02 5.726085763649411270e-02 2.749138699282735812e-02
2.436847958395734273e-02 -3.633276269790116850e-03 -2.892151485996597923e-02 2.688546219125892076e-02 1.154333564729233819e-01
2.672851212816142533e-02 6.861868624911240727e-04 1.396010795208037572e-02 2.736761185419004858e-02 -4.210339938780690780e-03
2.931710852636028319e-02 1.045485633822782314e-03 9.791042339145471923e-03 1.655823636276089472e-02 4.063546403286903003e-02
3.215640467472252045e-02 -1.275911287200573018e-03 -8.772390255428027389e-03 9.893640583439030148e-03 2.446633776077931574e-02
3.527068028126891658e-02 1.083258813558199245e-03 9.150218158213443975e-03 9.131172721110480256e-03 9.947245845666401881e-03
3.868656648923782249e-02 -7.526942823571103900e-04 -7.752367487406970278e-03 4.053615712298981946e-03 1.968739458362778541e-02
4.243327360830746048e-02 5.215089703305312652e-04 2.354809578478413851e-03 4.396337891973938448e-03 4.820159219711548509e-03
4.654284090107574379e-02 -3.564300211602908328e-04 -5.745583907766016289e-03 1.876733323878717252e-03 1.148751351707921059e-02
5.105041056079986928e-02 2.487077981965940283e-04 -2.587184961075842250e-04 2.171827702484850544e-03 3.017802624614466470e-03
5.599452822326510953e-02 -1.825742914599972678e-04 -3.516147280568143654e-03 9.612822505569881782e-04 6.499687515107360064e-03
6.141747258255365188e-02 1.308688773731133651e-04 2.954194553631160142e-05 1.161188748087969890e-03 1.761773683902175891e-03
6.736561692936034185e-02 -1.026146271037090392e-04 -1.307754539240719733e-03 5.084895948114782731e-04 3.578418391881848896e-03
7.388982570348276435e-02 7.509270191307505879e-05 8.316923936193226612e-04 6.160897195958427684e-04 7.122692932662038224e-04
8.104588945152998991e-02 -6.112316981513878870e-05 -8.236663772075362273e-05 2.217790613503995247e-04 1.702493897010451613e-03
8.889500190930915702e-02 4.607446309114661290e-05 9.269031087230808572e-04 2.835668111739480688e-04 -3.490258644597810881e-05
