9.750428328856974858e-02 -3.763444127346585302e-05 6.258705400297304839e-05 4.909549849843957255e-05 6.683593751557492281e-04
1.069473542428944074e-01 2.958228109575267116e-05 4.742284567641835919e-04 1.072867923194709263e-04 -2.810639868860565611e-04
1.173049654208981746e-01 -2.385520159748041302e-05 -1.714195814062725387e-04 -1.773530036652012069e-05 3.153095760818946979e-04
1.286656879902418060e-01 1.939999733098351370e-05 1.134210984761225172e-04 4.293882828754129835e-05 -1.894303816728698845e-04
1.411266710373453859e-01 -1.560666510492413460e-05 -2.286339945532764361e-04 -2.169198637954479448e-05 2.561076105015936072e-04
1.547944723195636696e-01 1.284398060997644988e-05 4.149756899063147250e-05 2.787158733555590730e-05 -6.811243195072268209e-05
1.697859694738453606e-01 -1.045714692532394275e-05 -1.354410608152742911e-04 -1.176008506875539235e-05 2.105561481302302038e-04
1.862293594739055647e-01 8.607155916139632649e-06 6.039054805343407927e-05 2.139397489952061542e-05 -3.077563631628568957e-05
2.042652548825811820e-01 -7.091798189395798708e-06 -6.497329513141324826e-05 -6.400205403131676726e-06 1.399583613684016235e-04
2.240478862737659005e-01 5.851063260440804315e-06 5.741807593793142399e-05 1.534215581337376256e-05 -3.049004161990357978e-05
2.457464211062108383e-01 -4.847824776357887165e-06 -3.449995316034212714e-05 -3.756662587743527941e-06 8.700081941758383542e-05
2.695464103272927070e-01 4.019978661170240958e-06 4.721970644921714153e-05 1.134247062490363379e-05 -2.584753554711177590e-05
2.956513750771081472e-01 -3.341401550002422310e-06 -1.681581402452694772e-05 -1.591578012061856702e-06 5.822174695187125641e-05
3.242845470612980008e-01 2.782207680915599131e-06 3.799109204544907166e-05 8.822737213877107306e-06 -1.833723116812570894e-05
3.556907774750732720e-01 -2.319989416173842034e-06 -8.986865160154505714e-06 -4.230702691874052047e-07 4.000760946951649948e-05
3.901386308022484206e-01 1.937530370018180217e-06 2.656905057197231910e-05 6.356570563042265561e-06 -1.348181999279429575e-05
4.279226813940092966e-01 -1.620242323479915809e-06 -7.799652657392154809e-06 -5.773489741439720451e-07 2.716605569447326466e-05
4.693660324661791394e-01 1.356575345870071704e-06 1.654910467689578996e-05 3.795314046173363744e-06 -9.980567061725603622e-06
5.148230790557161152e-01 -1.137109664818801122e-06 -7.384633765760164607e-06 -1.226947753274682157e-06 1.885171968475670123e-05
5.646825385633466032e-01 9.541454841112970924e-07 1.001395241660594147e-05 1.893967631716018967e-06 -7.007733123985808950e-06
6.193707747974459554e-01 -8.013978660893532451e-07 -6.658492575778608493e-06 -1.444261023284833935e-06 1.331516691189540271e-05
6.793554439441086279e-01 6.737094349298451620e-07 5.732838856329319535e-06 1.006661582813539793e-06 -5.093762820268150790e-06
7.451494936412352832e-01 -5.668389141809822907e-07 -5.809234464443708766e-06 -1.137026505123503319e-06 8.997265082355294314e-06
8.173155493539699945e-01 4.772916868701753523e-07 3.390400937690722846e-06 7.313133528967829361e-07 -4.269552268904619145e-06
8.964707255607484715e-01 -4.021814661779958108e-07 -4.284336489482969204e-06 -7.384760787325122330e-07 5.619317428318423232e-06
9.832919028919130389e-01 3.391193434986067725e-07 2.640269149896611639e-06 5.822342500835754219e-07 -3.729707119061302040e-06
1.078521516347363152e+00 -2.861248081447741247e-07 -2.659463899018297739e-06 -4.896143277951452187e-07 3.491360246490334816e-06
1.182973904090085293e+00 2.415530465805579443e-07 2.209363472797858900e-06 4.263107778036231671e-07 -2.939618858478649207e-06
1.297542271106087108e+00 -2.040358741660109213e-07 -1.728215014081113005e-06 -3.501793679648602162e-07 2.384200729593067878e-06
1.423206327279162631e+00 1.724334689776986286e-07 1.603601789215685522e-06 3.001713618687893402e-07 -2.103822073514594966e-06
1.561040665196052224e+00 -1.457950563689851352e-07 -1.276234281970910991e-06 -2.530908412993641333e-07 1.731289575958801943e-06
1.712223949323227190e+00 1.233264575296228272e-07 1.101326276526596538e-06 2.136625072450336984e-07 -1.479869748609288549e-06
1.878048995134815380e+00 -1.043635795981071715e-07 -9.373294309488922988e-07 -1.812106032895216943e-07 1.251414258099157324e-06
2.059933824381440903e+00 8.835040562550603207e-08 7.842417970012740902e-07 1.532479132157179824e-07 -1.056987404546517989e-06
2.259433791037034123e+00 -7.482100049329668111e-08 -6.690589541005361944e-07 -1.297975438681305712e-07 8.967275519564183787e-07
2.478254881616369865e+00 6.338445418996321827e-08 5.656737185770739083e-07 1.099720501014079058e-07 -7.591075928374881294e-07
2.718268303598500690e+00 -5.371258094976309270e-08 -4.790819122394767811e-07 -9.318083957313428631e-08 6.433155877201342287e-07
2.981526486706250978e+00 4.552953671085893685e-08 4.064243378791474786e-07 7.898676300175140444e-08 -5.453469459344761076e-07
3.270280633873710041e+00 -3.860336438789672835e-08 -3.444729532956046305e-07 -6.697106991787998414e-08 4.623525426597626089e-07
3.586999971985529445e+00 3.273878233019515090e-08 2.921528872668608230e-07 5.679616683659787967e-08 -3.921140108578472515e-07
3.934392867007101557e+00 -2.777134876022982088e-08 -2.478354777252474818e-07 -4.817843826706431708e-08 3.326174043275197709e-07
4.315429984067701952e+00 2.356241737048032958e-08 2.102666815090442957e-07 4.087662609415991060e-08 -2.822036643804493240e-07
4.733369690545687902e+00 -1.999509782107155867e-08 -1.784346291952383682e-07 -3.468786946113357797e-08 2.394770602749982992e-07
5.191785919385474735e+00 1.697070217580279119e-08 1.514456033950523359e-07 2.944111126802235504e-08 -2.032541645333748874e-07
5.694598730914214535e+00 -1.440594467286257712e-08 -1.285564130260312738e-07 -2.499171780954120652e-08 1.725360919022848698e-07
6.246107834501806622e+00 1.223041975211096158e-08 1.091427754678857181e-07 2.121756923521334019e-08 -1.464803954160474452e-07
6.851029356718440155e+00 -1.038466162268504913e-08 -9.267201097464529739e-08 -1.801551047563895702e-08 1.243744877812435200e-07
7.514536170405641258e+00 8.818339806868468480e-09 7.869410625902578925e-08 1.529826747300873263e-08 -1.056155127657158661e-07
8.242302129527333321e+00 -7.488918138691395113e-09 -6.683016061124232928e-08 -1.299198377611528515e-08 8.969369780894381621e-08
9.040550588066915694e+00 6.360351676346212851e-09 5.675910711266890466e-08 1.103416184674006554e-08 -7.617764583654248881e-08
9.916107617870597579e+00 -5.402165423636047369e-09 -4.820849824532484611e-08 -9.371893705325764663e-09 6.470204306580694565e-08
1.087646038051941488e+01 4.588503022085545494e-09 4.094762509904816830e-08 7.960366032327453166e-09 -5.495746145159186878e-08
1.192982115238599228e+01 -3.897500497223346577e-09 -3.478117772135829075e-08 -6.761607428514930912e-09 4.668174210689505290e-08
1.308519755037434251e+01 3.310582688161154489e-09 2.954365336996831955e-08 5.743434278059565315e-09 -3.965269855073107560e-08
1.435246955886491627e+01 -2.812045077913960538e-09 -2.509471447507643341e-08 -4.878560753280131765e-09 3.368195950452761819e-08
1.574247401654635148e+01 2.388525276026188651e-09 2.131533121211418148e-08 4.143846954595467008e-09 -2.860977575989881736e-08
1.726709728560724244e+01 -2.028732054497050651e-09 -1.810452834450744135e-08 -3.519663722150865066e-09 2.430063540909597243e-08
1.893937689573109751e+01 1.723040907106133234e-09 1.537662886042770445e-08 2.989355852538000662e-09 -2.063955831976193512e-08
2.077361303208400045e+01 -1.463327492707979158e-09 -1.305891999914812704e-08 -2.538788265720451259e-09 1.752896292460506709e-08
2.278549082066365017e+01 1.242651398575849009e-09 1.108967829010077597e-08 2.155962121842175480e-09 -1.488601581214602580e-08
2.499221445670992736e+01 -1.055163790448623920e-09 -9.416498284434359848e-09 -1.830689963367350779e-09 1.264038882558772471e-08
2.741265432315090678e+01 8.958540654944083092e-10 7.994877759535706368e-09 1.554320694354348473e-09 -1.073236027138692640e-08
3.006750835714012737e+01 -7.605103181364171616e-10 -6.787019550266827228e-09 -1.319506662313881981e-09 9.111206837065539140e-09
3.297947904458075641e+01 6.455109835048290849e-10 5.760816453254729551e-09 1.120006326098856100e-09 -7.733841220658177996e-09
3.617346755617208487e+01 -5.478229055463952827e-10 -4.888990932269519622e-09 -9.505170162011259938e-10 6.563657534917734755e-09
3.967678668509629603e+01 4.648253057563267089e-10 4.148365781788703251e-09 8.065331530795609294e-10 -5.569552484529662901e-09
4.351939440724226671e+01 -3.943345775247239562e-10 -3.519245626341226289e-09 -6.842260119605517797e-10 4.725095306005429579e-09
4.773415006121262394e+01 3.344516317716820511e-10 2.984892263135538287e-09 5.803417307832899307e-10 -4.007823660686744462e-09
5.235709533878947752e+01 -2.836055835366854893e-10 -2.531079490704549343e-09 -4.921147702187272542e-10 3.398646209027632559e-09
5.742776248869596856e+01 2.404181883216119544e-10 2.145715286941461033e-09 4.171944663822316975e-10 -2.881335575320434192e-09
6.298951236920023433e+01 -2.037607083374852415e-10 -1.818521072323809302e-09 -3.535826808378762950e-10 2.442097925661602044e-09
6.908990524035520764e+01 1.726310860900736317e-10 1.540759373821608601e-09 2.995808596191622912e-10 -2.069207502637479612e-09
7.578110746663442399e+01 -1.462197354455814089e-10 -1.305002538548773535e-09 -2.537450722233176477e-10 1.752696250330105449e-09
8.312033760780524005e+01 1.237965340991158353e-10 1.104936272532010238e-09 2.148478205083483901e-10 -1.484090175188865232e-09
9.117035571270149319e+01 -1.047822531998861407e-10 -9.351927317377163347e-10 -1.818455924438471376e-10 1.256185365913932743e-09
