1.038422240908627248e-03 0.000000000000000000e+00 1.266929881998958081e+02
1.059393355476344811e-03 3.004166889820498909e+02 1.317489283053606925e+02
1.080803281687085305e-03 6.032117800108771917e+02 1.370358160311176903e+02
1.102631609696986658e-03 9.028735727394014248e+02 1.424974304069648667e+02
1.124908954271841652e-03 1.205567179170235249e+03 1.482056019530738524e+02
1.147635315411650505e-03 1.511602441812101461e+03 1.541025980783597618e+02
1.170810693116412782e-03 1.820691008446156047e+03 1.602650875888231781e+02
1.194465702151920831e-03 2.132914160710552096e+03 1.666315566418583671e+02
1.218600342518174869e-03 2.401308827210974414e+03 1.732774891306131053e+02
1.243214614215174462e-03 2.669267460311179093e+03 1.801500929003020701e+02
1.268328927086781899e-03 2.940111605726362541e+03 1.873195538951272283e+02
1.293953486054927023e-03 3.214042475935613766e+03 1.947332562230438668e+02
1.320088291119610483e-03 3.490860440082524292e+03 2.024648037976050148e+02
1.346753752124693702e-03 3.763220686661212312e+03 2.104617485907688774e+02
1.373960073992107171e-03 4.036010172186977798e+03 2.187943328490256363e+02
1.401717461643782036e-03 4.311722908161773375e+03 2.274148253448134369e+02
1.430036120001648790e-03 4.590112712911128256e+03 2.363925048876745052e+02
1.458926253987638359e-03 4.871317422116022499e+03 2.456821219298656445e+02
1.488398068523681022e-03 5.131763364652335440e+03 2.553520477749634949e+02
1.518461768531708138e-03 5.379304678303222317e+03 2.653595350819591658e+02
1.549137763855581128e-03 5.629465683634945890e+03 2.757693807621023439e+02
1.580436259417230486e-03 5.882387895050791485e+03 2.865412033647992871e+02
1.612357255216656212e-03 6.137953103593168635e+03 2.977444040938746070e+02
1.644931366019651304e-03 6.391457817157213867e+03 3.093355183098797738e+02
1.678158591826214678e-03 6.641356999233774332e+03 3.213831529159544402e+02
1.712059342480208622e-03 6.893877432859855617e+03 3.338489806604252976e+02
1.746654027825494775e-03 7.148782960741524221e+03 3.467949423255525971e+02
1.781932442940141123e-03 7.406302973467887568e+03 3.601940682133135851e+02
1.817935407511872678e-03 7.657923637395959304e+03 3.741014053274303137e+02
1.854652716618756993e-03 7.889786372558212861e+03 3.884925284438915583e+02
1.892125189948517996e-03 8.124026912258517768e+03 4.034213691933778136e+02
1.930342622579224324e-03 8.360889323727998999e+03 4.188660152825923433e+02
1.969345834198599904e-03 8.600041034051442693e+03 4.348792958089521221e+02
2.009124619884712724e-03 8.840572120599701520e+03 4.514417681783980925e+02
2.049709594403356216e-03 9.073411899472715959e+03 4.686086606002508006e+02
2.091121167598392235e-03 9.308638214390584835e+03 4.863524443679345950e+02
2.133359339469818611e-03 9.546203944943194074e+03 5.047378575228316322e+02
