#    L    TT             EE             TE             PP             TP          
  2658   0.558759E+02   0.193401E+01  -0.480206E+01   0.312745E+05   0.659196E+01
  2659   0.558526E+02   0.191854E+01  -0.477893E+01   0.312415E+05   0.662283E+01
  2660   0.558277E+02   0.190314E+01  -0.475516E+01   0.312085E+05   0.665354E+01
  2661   0.558014E+02   0.188781E+01  -0.473077E+01   0.311755E+05   0.668398E+01
  2662   0.557734E+02   0.187255E+01  -0.470576E+01   0.311426E+05   0.671405E+01
  2663   0.557439E+02   0.185737E+01  -0.468016E+01   0.311097E+05   0.674365E+01
  2664   0.557128E+02   0.184227E+01  -0.465397E+01   0.310768E+05   0.677268E+01
  2665   0.556800E+02   0.182727E+01  -0.462720E+01   0.310440E+05   0.680104E+01
  2666   0.556454E+02   0.181235E+01  -0.459985E+01   0.310112E+05   0.682864E+01
  2667   0.556092E+02   0.179753E+01  -0.457195E+01   0.309784E+05   0.685536E+01
  2668   0.555713E+02   0.178280E+01  -0.454350E+01   0.309457E+05   0.688111E+01
  2669   0.555316E+02   0.176819E+01  -0.451451E+01   0.309130E+05   0.690580E+01
  2670   0.554902E+02   0.175367E+01  -0.448498E+01   0.308804E+05   0.692931E+01
  2671   0.554469E+02   0.173926E+01  -0.445494E+01   0.308478E+05   0.695155E+01
  2672   0.554018E+02   0.172497E+01  -0.442439E+01   0.308152E+05   0.697242E+01
  2673   0.553549E+02   0.171079E+01  -0.439335E+01   0.307827E+05   0.699182E+01
  2674   0.553061E+02   0.169673E+01  -0.436182E+01   0.307502E+05   0.700964E+01
  2675   0.552555E+02   0.168279E+01  -0.432982E+01   0.307178E+05   0.702579E+01
  2676   0.552029E+02   0.166898E+01  -0.429736E+01   0.306853E+05   0.704017E+01
  2677   0.551485E+02   0.165530E+01  -0.426446E+01   0.306530E+05   0.705267E+01
  2678   0.550921E+02   0.164175E+01  -0.423112E+01   0.306206E+05   0.706321E+01
  2679   0.550339E+02   0.162834E+01  -0.419737E+01   0.305883E+05   0.707166E+01
  2680   0.549737E+02   0.161507E+01  -0.416320E+01   0.305560E+05   0.707795E+01
  2681   0.549116E+02   0.160194E+01  -0.412863E+01   0.305238E+05   0.708195E+01
  2682   0.548476E+02   0.158895E+01  -0.409368E+01   0.304916E+05   0.708359E+01
  2683   0.547814E+02   0.157611E+01  -0.405836E+01   0.304594E+05   0.708274E+01
  2684   0.547134E+02   0.156342E+01  -0.402268E+01   0.304273E+05   0.707932E+01
  2685   0.546433E+02   0.155088E+01  -0.398665E+01   0.303952E+05   0.707323E+01
  2686   0.545712E+02   0.153850E+01  -0.395029E+01   0.303632E+05   0.706436E+01
  2687   0.544972E+02   0.152628E+01  -0.391360E+01   0.303311E+05   0.705261E+01
  2688   0.544211E+02   0.151422E+01  -0.387662E+01   0.302992E+05   0.703788E+01
  2689   0.543430E+02   0.150231E+01  -0.383933E+01   0.302672E+05   0.702008E+01
  2690   0.542630E+02   0.149058E+01  -0.380177E+01   0.302353E+05   0.699910E+01
  2691   0.541809E+02   0.147902E+01  -0.376395E+01   0.302034E+05   0.697484E+01
  2692   0.540969E+02   0.146762E+01  -0.372587E+01   0.301716E+05   0.694720E+01
  2693   0.540108E+02   0.145640E+01  -0.368756E+01   0.301398E+05   0.691608E+01
  2694   0.539228E+02   0.144535E+01  -0.364903E+01   0.301080E+05   0.688139E+01
  2695   0.538328E+02   0.143447E+01  -0.361028E+01   0.300763E+05   0.684301E+01
  2696   0.537408E+02   0.142377E+01  -0.357134E+01   0.300446E+05   0.680085E+01
  2697   0.536468E+02   0.141326E+01  -0.353220E+01   0.300130E+05   0.675482E+01
  2698   0.535508E+02   0.140293E+01  -0.349290E+01   0.299813E+05   0.670480E+01
  2699   0.534529E+02   0.139277E+01  -0.345344E+01   0.299498E+05   0.665070E+01
  2700   0.533528E+02   0.138280E+01  -0.341382E+01   0.299182E+05   0.659242E+01
  2701   0.532509E+02   0.137301E+01  -0.337408E+01   0.298867E+05   0.652991E+01
  2702   0.531469E+02   0.136341E+01  -0.333422E+01   0.298552E+05   0.646335E+01
  2703   0.530411E+02   0.135400E+01  -0.329425E+01   0.298238E+05   0.639297E+01
  2704   0.529332E+02   0.134478E+01  -0.325418E+01   0.297924E+05   0.631899E+01
  2705   0.528233E+02   0.133575E+01  -0.321405E+01   0.297610E+05   0.624164E+01
  2706   0.527114E+02   0.132691E+01  -0.317383E+01   0.297296E+05   0.616116E+01
  2707   0.525977E+02   0.131827E+01  -0.313357E+01   0.296983E+05   0.607776E+01
  2708   0.524819E+02   0.130982E+01  -0.309328E+01   0.296671E+05   0.599169E+01
  2709   0.523643E+02   0.130155E+01  -0.305295E+01   0.296358E+05   0.590316E+01
  2710   0.522447E+02   0.129349E+01  -0.301262E+01   0.296046E+05   0.581242E+01
  2711   0.521233E+02   0.128563E+01  -0.297228E+01   0.295735E+05   0.571967E+01
  2712   0.520000E+02   0.127796E+01  -0.293197E+01   0.295424E+05   0.562516E+01
  2713   0.518747E+02   0.127049E+01  -0.289168E+01   0.295113E+05   0.552912E+01
  2714   0.517476E+02   0.126322E+01  -0.285143E+01   0.294802E+05   0.543176E+01
  2715   0.516187E+02   0.125616E+01  -0.281123E+01   0.294492E+05   0.533333E+01
  2716   0.514879E+02   0.124928E+01  -0.277110E+01   0.294182E+05   0.523405E+01
  2717   0.513553E+02   0.124261E+01  -0.273105E+01   0.293872E+05   0.513414E+01
  2718   0.512209E+02   0.123614E+01  -0.269108E+01   0.293563E+05   0.503384E+01
  2719   0.510847E+02   0.122986E+01  -0.265122E+01   0.293254E+05   0.493338E+01
  2720   0.509467E+02   0.122379E+01  -0.261147E+01   0.292946E+05   0.483298E+01
  2721   0.508069E+02   0.121791E+01  -0.257185E+01   0.292638E+05   0.473288E+01
  2722   0.506653E+02   0.121223E+01  -0.253237E+01   0.292330E+05   0.463330E+01
  2723   0.505221E+02   0.120676E+01  -0.249304E+01   0.292023E+05   0.453447E+01
  2724   0.503773E+02   0.120148E+01  -0.245387E+01   0.291715E+05   0.443661E+01
  2725   0.502307E+02   0.119640E+01  -0.241488E+01   0.291409E+05   0.433997E+01
  2726   0.500826E+02   0.119152E+01  -0.237607E+01   0.291102E+05   0.424476E+01
  2727   0.499330E+02   0.118684E+01  -0.233748E+01   0.290796E+05   0.415122E+01
  2728   0.497817E+02   0.118235E+01  -0.229908E+01   0.290490E+05   0.405957E+01
  2729   0.496290E+02   0.117807E+01  -0.226091E+01   0.290185E+05   0.397005E+01
  2730   0.494748E+02   0.117397E+01  -0.222298E+01   0.289880E+05   0.388288E+01
  2731   0.493191E+02   0.117008E+01  -0.218529E+01   0.289575E+05   0.379829E+01
  2732   0.491619E+02   0.116638E+01  -0.214785E+01   0.289271E+05   0.371651E+01
  2733   0.490034E+02   0.116286E+01  -0.211067E+01   0.288967E+05   0.363776E+01
  2734   0.488434E+02   0.115955E+01  -0.207378E+01   0.288663E+05   0.356229E+01
  2735   0.486820E+02   0.115642E+01  -0.203717E+01   0.288360E+05   0.349031E+01
  2736   0.485193E+02   0.115349E+01  -0.200085E+01   0.288057E+05   0.342205E+01
  2737   0.483553E+02   0.115074E+01  -0.196484E+01   0.287754E+05   0.335775E+01
  2738   0.481900E+02   0.114818E+01  -0.192915E+01   0.287452E+05   0.329763E+01
  2739   0.480235E+02   0.114580E+01  -0.189377E+01   0.287150E+05   0.324192E+01
  2740   0.478557E+02   0.114361E+01  -0.185874E+01   0.286848E+05   0.319085E+01
  2741   0.476868E+02   0.114160E+01  -0.182404E+01   0.286547E+05   0.314464E+01
  2742   0.475167E+02   0.113977E+01  -0.178970E+01   0.286246E+05   0.310354E+01
  2743   0.473455E+02   0.113813E+01  -0.175572E+01   0.285945E+05   0.306776E+01
  2744   0.471732E+02   0.113666E+01  -0.172211E+01   0.285645E+05   0.303753E+01
  2745   0.469999E+02   0.113537E+01  -0.168887E+01   0.285345E+05   0.301309E+01
  2746   0.468255E+02   0.113425E+01  -0.165603E+01   0.285045E+05   0.299466E+01
  2747   0.466501E+02   0.113330E+01  -0.162358E+01   0.284746E+05   0.298247E+01
  2748   0.464737E+02   0.113253E+01  -0.159152E+01   0.284447E+05   0.297675E+01
  2749   0.462963E+02   0.113192E+01  -0.155988E+01   0.284148E+05   0.297773E+01
  2750   0.461181E+02   0.113149E+01  -0.152866E+01   0.283850E+05   0.298564E+01
  2751   0.459389E+02   0.113121E+01  -0.149785E+01   0.283552E+05   0.300061E+01
  2752   0.457590E+02   0.113110E+01  -0.146748E+01   0.283254E+05   0.302241E+01
  2753   0.455783E+02   0.113114E+01  -0.143755E+01   0.282957E+05   0.305073E+01
  2754   0.453968E+02   0.113135E+01  -0.140807E+01   0.282660E+05   0.308525E+01
  2755   0.452146E+02   0.113172E+01  -0.137904E+01   0.282363E+05   0.312564E+01
  2756   0.450317E+02   0.113223E+01  -0.135047E+01   0.282067E+05   0.317158E+01
  2757   0.448482E+02   0.113290E+01  -0.132237E+01   0.281771E+05   0.322276E+01
  2758   0.446641E+02   0.113372E+01  -0.129474E+01   0.281475E+05   0.327884E+01
  2759   0.444794E+02   0.113468E+01  -0.126760E+01   0.281180E+05   0.333953E+01
  2760   0.442941E+02   0.113579E+01  -0.124094E+01   0.280885E+05   0.340448E+01
  2761   0.441084E+02   0.113704E+01  -0.121477E+01   0.280590E+05   0.347339E+01
  2762   0.439221E+02   0.113843E+01  -0.118910E+01   0.280296E+05   0.354592E+01
  2763   0.437354E+02   0.113996E+01  -0.116394E+01   0.280002E+05   0.362177E+01
  2764   0.435482E+02   0.114162E+01  -0.113928E+01   0.279708E+05   0.370061E+01
  2765   0.433607E+02   0.114341E+01  -0.111513E+01   0.279415E+05   0.378212E+01
  2766   0.431728E+02   0.114533E+01  -0.109150E+01   0.279121E+05   0.386598E+01
  2767   0.429846E+02   0.114738E+01  -0.106839E+01   0.278829E+05   0.395187E+01
  2768   0.427962E+02   0.114954E+01  -0.104581E+01   0.278536E+05   0.403946E+01
  2769   0.426075E+02   0.115183E+01  -0.102375E+01   0.278244E+05   0.412845E+01
  2770   0.424187E+02   0.115424E+01  -0.100223E+01   0.277952E+05   0.421850E+01
  2771   0.422296E+02   0.115676E+01  -0.981238E+00   0.277661E+05   0.430931E+01
  2772   0.420405E+02   0.115940E+01  -0.960786E+00   0.277370E+05   0.440054E+01
  2773   0.418512E+02   0.116214E+01  -0.940875E+00   0.277079E+05   0.449187E+01
  2774   0.416619E+02   0.116499E+01  -0.921506E+00   0.276789E+05   0.458300E+01
  2775   0.414726E+02   0.116794E+01  -0.902679E+00   0.276498E+05   0.467359E+01
  2776   0.412832E+02   0.117099E+01  -0.884410E+00   0.276208E+05   0.476332E+01
  2777   0.410939E+02   0.117414E+01  -0.866684E+00   0.275919E+05   0.485188E+01
  2778   0.409047E+02   0.117738E+01  -0.849515E+00   0.275630E+05   0.493895E+01
  2779   0.407156E+02   0.118072E+01  -0.832889E+00   0.275341E+05   0.502420E+01
  2780   0.405266E+02   0.118414E+01  -0.816822E+00   0.275052E+05   0.510732E+01
  2781   0.403379E+02   0.118765E+01  -0.801306E+00   0.274764E+05   0.518797E+01
  2782   0.401494E+02   0.119124E+01  -0.786341E+00   0.274476E+05   0.526586E+01
  2783   0.399611E+02   0.119491E+01  -0.771935E+00   0.274188E+05   0.534064E+01
  2784   0.397733E+02   0.119865E+01  -0.758086E+00   0.273901E+05   0.541201E+01
  2785   0.395857E+02   0.120247E+01  -0.744787E+00   0.273614E+05   0.547964E+01
  2786   0.393985E+02   0.120636E+01  -0.732044E+00   0.273327E+05   0.554322E+01
  2787   0.392117E+02   0.121032E+01  -0.719854E+00   0.273041E+05   0.560241E+01
  2788   0.390254E+02   0.121433E+01  -0.708218E+00   0.272755E+05   0.565691E+01
  2789   0.388395E+02   0.121841E+01  -0.697135E+00   0.272469E+05   0.570638E+01
  2790   0.386541E+02   0.122254E+01  -0.686604E+00   0.272184E+05   0.575052E+01
  2791   0.384693E+02   0.122674E+01  -0.676626E+00   0.271899E+05   0.578900E+01
  2792   0.382850E+02   0.123098E+01  -0.667196E+00   0.271614E+05   0.582150E+01
  2793   0.381014E+02   0.123527E+01  -0.658315E+00   0.271330E+05   0.584769E+01
  2794   0.379183E+02   0.123961E+01  -0.649978E+00   0.271045E+05   0.586727E+01
  2795   0.377360E+02   0.124398E+01  -0.642186E+00   0.270762E+05   0.587990E+01
  2796   0.375543E+02   0.124840E+01  -0.634934E+00   0.270478E+05   0.588527E+01
  2797   0.373733E+02   0.125284E+01  -0.628223E+00   0.270195E+05   0.588306E+01
  2798   0.371930E+02   0.125733E+01  -0.622048E+00   0.269912E+05   0.587295E+01
  2799   0.370137E+02   0.126184E+01  -0.616406E+00   0.269629E+05   0.585461E+01
  2800   0.368350E+02   0.126638E+01  -0.611295E+00   0.269347E+05   0.582773E+01
  2801   0.366572E+02   0.127095E+01  -0.606711E+00   0.269065E+05   0.579209E+01
  2802   0.364803E+02   0.127552E+01  -0.602651E+00   0.268783E+05   0.574792E+01
  2803   0.363042E+02   0.128013E+01  -0.599112E+00   0.268502E+05   0.569554E+01
  2804   0.361291E+02   0.128473E+01  -0.596091E+00   0.268221E+05   0.563529E+01
  2805   0.359549E+02   0.128936E+01  -0.593586E+00   0.267940E+05   0.556748E+01
  2806   0.357817E+02   0.129399E+01  -0.591592E+00   0.267660E+05   0.549245E+01
  2807   0.356095E+02   0.129863E+01  -0.590107E+00   0.267380E+05   0.541052E+01
  2808   0.354383E+02   0.130326E+01  -0.589126E+00   0.267100E+05   0.532203E+01
  2809   0.352682E+02   0.130789E+01  -0.588646E+00   0.266820E+05   0.522730E+01
  2810   0.350991E+02   0.131252E+01  -0.588663E+00   0.266541E+05   0.512666E+01
  2811   0.349311E+02   0.131713E+01  -0.589174E+00   0.266262E+05   0.502045E+01
  2812   0.347643E+02   0.132174E+01  -0.590174E+00   0.265984E+05   0.490898E+01
  2813   0.345985E+02   0.132633E+01  -0.591656E+00   0.265705E+05   0.479258E+01
  2814   0.344340E+02   0.133090E+01  -0.593615E+00   0.265427E+05   0.467159E+01
  2815   0.342706E+02   0.133545E+01  -0.596044E+00   0.265150E+05   0.454633E+01
  2816   0.341084E+02   0.133998E+01  -0.598940E+00   0.264872E+05   0.441713E+01
  2817   0.339476E+02   0.134448E+01  -0.602293E+00   0.264595E+05   0.428432E+01
  2818   0.337879E+02   0.134895E+01  -0.606101E+00   0.264318E+05   0.414823E+01
  2819   0.336297E+02   0.135339E+01  -0.610356E+00   0.264042E+05   0.400918E+01
  2820   0.334727E+02   0.135780E+01  -0.615053E+00   0.263766E+05   0.386751E+01
  2821   0.333169E+02   0.136217E+01  -0.620185E+00   0.263490E+05   0.372354E+01
  2822   0.331626E+02   0.136651E+01  -0.625746E+00   0.263214E+05   0.357760E+01
  2823   0.330096E+02   0.137080E+01  -0.631731E+00   0.262939E+05   0.343002E+01
  2824   0.328580E+02   0.137504E+01  -0.638134E+00   0.262664E+05   0.328112E+01
  2825   0.327077E+02   0.137925E+01  -0.644947E+00   0.262390E+05   0.313124E+01
  2826   0.325589E+02   0.138339E+01  -0.652165E+00   0.262115E+05   0.298071E+01
  2827   0.324115E+02   0.138749E+01  -0.659779E+00   0.261841E+05   0.282985E+01
  2828   0.322655E+02   0.139153E+01  -0.667782E+00   0.261567E+05   0.267898E+01
  2829   0.321210E+02   0.139551E+01  -0.676168E+00   0.261294E+05   0.252845E+01
  2830   0.319779E+02   0.139944E+01  -0.684927E+00   0.261021E+05   0.237857E+01
  2831   0.318364E+02   0.140330E+01  -0.694054E+00   0.260748E+05   0.222968E+01
  2832   0.316963E+02   0.140710E+01  -0.703541E+00   0.260476E+05   0.208210E+01
  2833   0.315577E+02   0.141083E+01  -0.713379E+00   0.260203E+05   0.193616E+01
  2834   0.314207E+02   0.141449E+01  -0.723561E+00   0.259931E+05   0.179220E+01
  2835   0.312852E+02   0.141809E+01  -0.734081E+00   0.259660E+05   0.165053E+01
  2836   0.311512E+02   0.142161E+01  -0.744935E+00   0.259388E+05   0.151149E+01
  2837   0.310188E+02   0.142505E+01  -0.756101E+00   0.259117E+05   0.137540E+01
  2838   0.308879E+02   0.142842E+01  -0.767588E+00   0.258847E+05   0.124259E+01
  2839   0.307587E+02   0.143171E+01  -0.779381E+00   0.258576E+05   0.111340E+01
  2840   0.306309E+02   0.143491E+01  -0.791473E+00   0.258306E+05   0.988150E+00
  2841   0.305047E+02   0.143803E+01  -0.803850E+00   0.258036E+05   0.867166E+00
  2842   0.303802E+02   0.144107E+01  -0.816514E+00   0.257767E+05   0.750779E+00
  2843   0.302573E+02   0.144403E+01  -0.829449E+00   0.257497E+05   0.639316E+00
  2844   0.301359E+02   0.144689E+01  -0.842641E+00   0.257229E+05   0.533107E+00
  2845   0.300162E+02   0.144966E+01  -0.856100E+00   0.256960E+05   0.432479E+00
  2846   0.298981E+02   0.145235E+01  -0.869794E+00   0.256692E+05   0.337760E+00
  2847   0.297816E+02   0.145495E+01  -0.883734E+00   0.256423E+05   0.249280E+00
  2848   0.296668E+02   0.145744E+01  -0.897904E+00   0.256156E+05   0.167366E+00
  2849   0.295536E+02   0.145985E+01  -0.912290E+00   0.255888E+05   0.923468E-01
  2850   0.294419E+02   0.146216E+01  -0.926893E+00   0.255621E+05   0.245504E-01
  2851   0.293319E+02   0.146437E+01  -0.941699E+00   0.255354E+05  -0.357930E-01
  2852   0.292236E+02   0.146647E+01  -0.956708E+00   0.255088E+05  -0.888470E-01
  2853   0.291169E+02   0.146849E+01  -0.971899E+00   0.254821E+05  -0.134873E+00
  2854   0.290118E+02   0.147039E+01  -0.987272E+00   0.254555E+05  -0.174133E+00
  2855   0.289084E+02   0.147218E+01  -0.100281E+01   0.254290E+05  -0.206889E+00
  2856   0.288066E+02   0.147388E+01  -0.101852E+01   0.254024E+05  -0.233402E+00
  2857   0.287064E+02   0.147547E+01  -0.103437E+01   0.253759E+05  -0.253934E+00
  2858   0.286079E+02   0.147694E+01  -0.105037E+01   0.253494E+05  -0.268747E+00
  2859   0.285110E+02   0.147831E+01  -0.106651E+01   0.253230E+05  -0.278102E+00
  2860   0.284157E+02   0.147956E+01  -0.108278E+01   0.252966E+05  -0.282262E+00
  2861   0.283220E+02   0.148071E+01  -0.109916E+01   0.252702E+05  -0.281488E+00
  2862   0.282300E+02   0.148174E+01  -0.111566E+01   0.252438E+05  -0.276041E+00
  2863   0.281396E+02   0.148266E+01  -0.113225E+01   0.252175E+05  -0.266184E+00
  2864   0.280508E+02   0.148346E+01  -0.114894E+01   0.251911E+05  -0.252177E+00
  2865   0.279636E+02   0.148415E+01  -0.116571E+01   0.251649E+05  -0.234284E+00
  2866   0.278779E+02   0.148471E+01  -0.118256E+01   0.251386E+05  -0.212765E+00
  2867   0.277939E+02   0.148516E+01  -0.119948E+01   0.251124E+05  -0.187882E+00
  2868   0.277115E+02   0.148549E+01  -0.121645E+01   0.250862E+05  -0.159898E+00
  2869   0.276306E+02   0.148570E+01  -0.123348E+01   0.250600E+05  -0.129073E+00
  2870   0.275513E+02   0.148579E+01  -0.125054E+01   0.250339E+05  -0.956690E-01
  2871   0.274735E+02   0.148577E+01  -0.126764E+01   0.250078E+05  -0.599486E-01
  2872   0.273974E+02   0.148562E+01  -0.128476E+01   0.249817E+05  -0.221730E-01
  2873   0.273227E+02   0.148536E+01  -0.130190E+01   0.249556E+05   0.173960E-01
  2874   0.272497E+02   0.148497E+01  -0.131905E+01   0.249296E+05   0.584967E-01
  2875   0.271781E+02   0.148447E+01  -0.133620E+01   0.249036E+05   0.100867E+00
  2876   0.271080E+02   0.148385E+01  -0.135334E+01   0.248776E+05   0.144246E+00
  2877   0.270395E+02   0.148310E+01  -0.137046E+01   0.248517E+05   0.188372E+00
  2878   0.269724E+02   0.148224E+01  -0.138757E+01   0.248258E+05   0.232982E+00
  2879   0.269068E+02   0.148126E+01  -0.140463E+01   0.247999E+05   0.277816E+00
  2880   0.268427E+02   0.148015E+01  -0.142166E+01   0.247740E+05   0.322611E+00
  2881   0.267801E+02   0.147893E+01  -0.143864E+01   0.247482E+05   0.367105E+00
  2882   0.267188E+02   0.147758E+01  -0.145556E+01   0.247224E+05   0.411038E+00
  2883   0.266590E+02   0.147612E+01  -0.147243E+01   0.246966E+05   0.454147E+00
  2884   0.266006E+02   0.147453E+01  -0.148922E+01   0.246708E+05   0.496170E+00
  2885   0.265436E+02   0.147282E+01  -0.150593E+01   0.246451E+05   0.536846E+00
  2886   0.264880E+02   0.147100E+01  -0.152257E+01   0.246194E+05   0.575913E+00
  2887   0.264337E+02   0.146906E+01  -0.153910E+01   0.245937E+05   0.613110E+00
  2888   0.263807E+02   0.146700E+01  -0.155553E+01   0.245681E+05   0.648174E+00
  2889   0.263291E+02   0.146482E+01  -0.157186E+01   0.245424E+05   0.680844E+00
  2890   0.262789E+02   0.146252E+01  -0.158808E+01   0.245168E+05   0.710859E+00
  2891   0.262298E+02   0.146011E+01  -0.160417E+01   0.244913E+05   0.737955E+00
  2892   0.261821E+02   0.145758E+01  -0.162013E+01   0.244657E+05   0.761873E+00
  2893   0.261357E+02   0.145494E+01  -0.163597E+01   0.244402E+05   0.782350E+00
  2894   0.260905E+02   0.145218E+01  -0.165165E+01   0.244147E+05   0.799124E+00
  2895   0.260465E+02   0.144932E+01  -0.166720E+01   0.243892E+05   0.811933E+00
  2896   0.260038E+02   0.144633E+01  -0.168258E+01   0.243638E+05   0.820517E+00
