#    L    TT             EE             BB             TE          
  1067   0.109168E+04   0.279011E+02   0.913761E-01  -0.758583E+02
  1068   0.109435E+04   0.276292E+02   0.914089E-01  -0.759609E+02
  1069   0.109703E+04   0.273571E+02   0.914419E-01  -0.760414E+02
  1070   0.109970E+04   0.270850E+02   0.914753E-01  -0.760998E+02
  1071   0.110238E+04   0.268129E+02   0.915091E-01  -0.761360E+02
  1072   0.110505E+04   0.265411E+02   0.915431E-01  -0.761508E+02
  1073   0.110771E+04   0.262695E+02   0.915774E-01  -0.761435E+02
  1074   0.111036E+04   0.259984E+02   0.916119E-01  -0.761147E+02
  1075   0.111300E+04   0.257278E+02   0.916467E-01  -0.760645E+02
  1076   0.111563E+04   0.254579E+02   0.916817E-01  -0.759920E+02
  1077   0.111825E+04   0.251886E+02   0.917168E-01  -0.758989E+02
  1078   0.112085E+04   0.249202E+02   0.917521E-01  -0.757849E+02
  1079   0.112343E+04   0.246527E+02   0.917875E-01  -0.756495E+02
  1080   0.112600E+04   0.243862E+02   0.918231E-01  -0.754940E+02
  1081   0.112854E+04   0.241209E+02   0.918587E-01  -0.753170E+02
  1082   0.113105E+04   0.238567E+02   0.918944E-01  -0.751199E+02
  1083   0.113354E+04   0.235939E+02   0.919301E-01  -0.749027E+02
  1084   0.113601E+04   0.233324E+02   0.919658E-01  -0.746653E+02
  1085   0.113844E+04   0.230725E+02   0.920015E-01  -0.744085E+02
  1086   0.114085E+04   0.228141E+02   0.920372E-01  -0.741308E+02
  1087   0.114322E+04   0.225573E+02   0.920729E-01  -0.738344E+02
  1088   0.114555E+04   0.223024E+02   0.921084E-01  -0.735184E+02
  1089   0.114785E+04   0.220492E+02   0.921439E-01  -0.731830E+02
  1090   0.115011E+04   0.217979E+02   0.921792E-01  -0.728287E+02
  1091   0.115234E+04   0.215487E+02   0.922144E-01  -0.724562E+02
  1092   0.115451E+04   0.213016E+02   0.922494E-01  -0.720649E+02
  1093   0.115665E+04   0.210567E+02   0.922842E-01  -0.716562E+02
  1094   0.115874E+04   0.208141E+02   0.923188E-01  -0.712292E+02
  1095   0.116079E+04   0.205739E+02   0.923532E-01  -0.707855E+02
  1096   0.116279E+04   0.203362E+02   0.923872E-01  -0.703242E+02
  1097   0.116475E+04   0.201011E+02   0.924211E-01  -0.698461E+02
  1098   0.116666E+04   0.198686E+02   0.924546E-01  -0.693518E+02
  1099   0.116851E+04   0.196389E+02   0.924877E-01  -0.688413E+02
  1100   0.117032E+04   0.194120E+02   0.925206E-01  -0.683154E+02
  1101   0.117206E+04   0.191878E+02   0.925530E-01  -0.677731E+02
  1102   0.117376E+04   0.189666E+02   0.925851E-01  -0.672160E+02
  1103   0.117540E+04   0.187484E+02   0.926167E-01  -0.666433E+02
  1104   0.117699E+04   0.185334E+02   0.926479E-01  -0.660562E+02
  1105   0.117851E+04   0.183214E+02   0.926787E-01  -0.654548E+02
  1106   0.117997E+04   0.181126E+02   0.927089E-01  -0.648394E+02
  1107   0.118138E+04   0.179072E+02   0.927387E-01  -0.642104E+02
  1108   0.118272E+04   0.177050E+02   0.927680E-01  -0.635680E+02
  1109   0.118400E+04   0.175064E+02   0.927967E-01  -0.629128E+02
  1110   0.118522E+04   0.173112E+02   0.928249E-01  -0.622449E+02
  1111   0.118637E+04   0.171196E+02   0.928525E-01  -0.615649E+02
  1112   0.118746E+04   0.169315E+02   0.928795E-01  -0.608729E+02
  1113   0.118848E+04   0.167472E+02   0.929059E-01  -0.601696E+02
  1114   0.118944E+04   0.165667E+02   0.929316E-01  -0.594551E+02
  1115   0.119033E+04   0.163898E+02   0.929567E-01  -0.587298E+02
  1116   0.119115E+04   0.162169E+02   0.929812E-01  -0.579943E+02
  1117   0.119190E+04   0.160478E+02   0.930049E-01  -0.572487E+02
  1118   0.119259E+04   0.158827E+02   0.930280E-01  -0.564934E+02
  1119   0.119320E+04   0.157217E+02   0.930503E-01  -0.557290E+02
  1120   0.119373E+04   0.155646E+02   0.930719E-01  -0.549555E+02
  1121   0.119420E+04   0.154116E+02   0.930927E-01  -0.541736E+02
  1122   0.119459E+04   0.152627E+02   0.931128E-01  -0.533835E+02
  1123   0.119491E+04   0.151180E+02   0.931321E-01  -0.525856E+02
  1124   0.119516E+04   0.149776E+02   0.931505E-01  -0.517802E+02
  1125   0.119533E+04   0.148414E+02   0.931682E-01  -0.509678E+02
  1126   0.119542E+04   0.147094E+02   0.931850E-01  -0.501489E+02
  1127   0.119545E+04   0.145818E+02   0.932009E-01  -0.493237E+02
  1128   0.119539E+04   0.144585E+02   0.932160E-01  -0.484929E+02
  1129   0.119526E+04   0.143397E+02   0.932303E-01  -0.476568E+02
  1130   0.119506E+04   0.142252E+02   0.932436E-01  -0.468158E+02
  1131   0.119478E+04   0.141152E+02   0.932560E-01  -0.459704E+02
  1132   0.119443E+04   0.140098E+02   0.932675E-01  -0.451209E+02
  1133   0.119400E+04   0.139088E+02   0.932780E-01  -0.442677E+02
  1134   0.119349E+04   0.138123E+02   0.932876E-01  -0.434113E+02
  1135   0.119291E+04   0.137203E+02   0.932963E-01  -0.425519E+02
  1136   0.119226E+04   0.136329E+02   0.933039E-01  -0.416898E+02
  1137   0.119152E+04   0.135501E+02   0.933106E-01  -0.408257E+02
  1138   0.119071E+04   0.134718E+02   0.933163E-01  -0.399597E+02
  1139   0.118983E+04   0.133981E+02   0.933210E-01  -0.390922E+02
  1140   0.118886E+04   0.133290E+02   0.933246E-01  -0.382237E+02
  1141   0.118783E+04   0.132644E+02   0.933273E-01  -0.373546E+02
  1142   0.118671E+04   0.132044E+02   0.933288E-01  -0.364853E+02
  1143   0.118553E+04   0.131491E+02   0.933294E-01  -0.356162E+02
  1144   0.118426E+04   0.130983E+02   0.933288E-01  -0.347476E+02
  1145   0.118292E+04   0.130521E+02   0.933272E-01  -0.338799E+02
  1146   0.118150E+04   0.130106E+02   0.933246E-01  -0.330137E+02
  1147   0.118001E+04   0.129736E+02   0.933208E-01  -0.321491E+02
  1148   0.117845E+04   0.129412E+02   0.933160E-01  -0.312865E+02
  1149   0.117680E+04   0.129133E+02   0.933100E-01  -0.304265E+02
  1150   0.117509E+04   0.128900E+02   0.933029E-01  -0.295692E+02
  1151   0.117330E+04   0.128712E+02   0.932948E-01  -0.287150E+02
  1152   0.117144E+04   0.128569E+02   0.932855E-01  -0.278644E+02
  1153   0.116952E+04   0.128472E+02   0.932751E-01  -0.270177E+02
  1154   0.116751E+04   0.128420E+02   0.932635E-01  -0.261753E+02
  1155   0.116544E+04   0.128411E+02   0.932508E-01  -0.253374E+02
  1156   0.116329E+04   0.128448E+02   0.932370E-01  -0.245047E+02
  1157   0.116108E+04   0.128528E+02   0.932220E-01  -0.236773E+02
  1158   0.115880E+04   0.128653E+02   0.932059E-01  -0.228557E+02
  1159   0.115646E+04   0.128821E+02   0.931887E-01  -0.220403E+02
  1160   0.115405E+04   0.129033E+02   0.931702E-01  -0.212313E+02
  1161   0.115157E+04   0.129288E+02   0.931507E-01  -0.204291E+02
  1162   0.114903E+04   0.129586E+02   0.931300E-01  -0.196339E+02
  1163   0.114642E+04   0.129926E+02   0.931081E-01  -0.188462E+02
  1164   0.114376E+04   0.130309E+02   0.930851E-01  -0.180663E+02
  1165   0.114103E+04   0.130733E+02   0.930609E-01  -0.172945E+02
  1166   0.113824E+04   0.131200E+02   0.930356E-01  -0.165310E+02
  1167   0.113539E+04   0.131706E+02   0.930091E-01  -0.157762E+02
  1168   0.113247E+04   0.132254E+02   0.929815E-01  -0.150304E+02
  1169   0.112950E+04   0.132842E+02   0.929527E-01  -0.142939E+02
  1170   0.112648E+04   0.133469E+02   0.929227E-01  -0.135670E+02
  1171   0.112339E+04   0.134136E+02   0.928917E-01  -0.128500E+02
  1172   0.112026E+04   0.134842E+02   0.928595E-01  -0.121431E+02
  1173   0.111707E+04   0.135586E+02   0.928261E-01  -0.114466E+02
  1174   0.111382E+04   0.136368E+02   0.927917E-01  -0.107610E+02
  1175   0.111052E+04   0.137188E+02   0.927561E-01  -0.100863E+02
  1176   0.110718E+04   0.138044E+02   0.927194E-01  -0.942287E+01
  1177   0.110378E+04   0.138936E+02   0.926815E-01  -0.877088E+01
  1178   0.110033E+04   0.139864E+02   0.926426E-01  -0.813063E+01
  1179   0.109684E+04   0.140828E+02   0.926026E-01  -0.750235E+01
  1180   0.109330E+04   0.141825E+02   0.925615E-01  -0.688629E+01
  1181   0.108972E+04   0.142857E+02   0.925192E-01  -0.628269E+01
  1182   0.108609E+04   0.143922E+02   0.924760E-01  -0.569173E+01
  1183   0.108242E+04   0.145020E+02   0.924316E-01  -0.511367E+01
  1184   0.107870E+04   0.146150E+02   0.923862E-01  -0.454870E+01
  1185   0.107495E+04   0.147311E+02   0.923397E-01  -0.399706E+01
  1186   0.107115E+04   0.148503E+02   0.922922E-01  -0.345896E+01
  1187   0.106732E+04   0.149725E+02   0.922437E-01  -0.293461E+01
  1188   0.106345E+04   0.150976E+02   0.921941E-01  -0.242418E+01
  1189   0.105955E+04   0.152256E+02   0.921435E-01  -0.192781E+01
  1190   0.105560E+04   0.153564E+02   0.920919E-01  -0.144566E+01
  1191   0.105163E+04   0.154899E+02   0.920394E-01  -0.977889E+00
  1192   0.104762E+04   0.156261E+02   0.919858E-01  -0.524644E+00
  1193   0.104359E+04   0.157649E+02   0.919313E-01  -0.860693E-01
  1194   0.103953E+04   0.159061E+02   0.918758E-01   0.337672E+00
  1195   0.103544E+04   0.160497E+02   0.918194E-01   0.746467E+00
  1196   0.103132E+04   0.161958E+02   0.917621E-01   0.114021E+01
  1197   0.102718E+04   0.163441E+02   0.917038E-01   0.151879E+01
  1198   0.102302E+04   0.164945E+02   0.916446E-01   0.188212E+01
  1199   0.101883E+04   0.166472E+02   0.915846E-01   0.222998E+01
  1200   0.101463E+04   0.168018E+02   0.915236E-01   0.256243E+01
  1201   0.101040E+04   0.169585E+02   0.914618E-01   0.287921E+01
  1202   0.100616E+04   0.171170E+02   0.913992E-01   0.318039E+01
  1203   0.100190E+04   0.172772E+02   0.913357E-01   0.346579E+01
  1204   0.997632E+03   0.174393E+02   0.912714E-01   0.373542E+01
  1205   0.993343E+03   0.176029E+02   0.912063E-01   0.398914E+01
  1206   0.989044E+03   0.177682E+02   0.911403E-01   0.422697E+01
  1207   0.984732E+03   0.179348E+02   0.910737E-01   0.444885E+01
  1208   0.980417E+03   0.181029E+02   0.910062E-01   0.465463E+01
  1209   0.976096E+03   0.182723E+02   0.909380E-01   0.484441E+01
  1210   0.971763E+03   0.184430E+02   0.908691E-01   0.501804E+01
  1211   0.967425E+03   0.186147E+02   0.907994E-01   0.517569E+01
  1212   0.963089E+03   0.187876E+02   0.907291E-01   0.531727E+01
  1213   0.958746E+03   0.189615E+02   0.906581E-01   0.544273E+01
  1214   0.954405E+03   0.191363E+02   0.905864E-01   0.555207E+01
  1215   0.950072E+03   0.193118E+02   0.905140E-01   0.564537E+01
  1216   0.945732E+03   0.194882E+02   0.904410E-01   0.572254E+01
  1217   0.941400E+03   0.196652E+02   0.903674E-01   0.578368E+01
  1218   0.937075E+03   0.198427E+02   0.902932E-01   0.582877E+01
  1219   0.932758E+03   0.200207E+02   0.902185E-01   0.585774E+01
  1220   0.928439E+03   0.201992E+02   0.901431E-01   0.587081E+01
  1221   0.924142E+03   0.203778E+02   0.900672E-01   0.586775E+01
  1222   0.919844E+03   0.205568E+02   0.899908E-01   0.584878E+01
  1223   0.915566E+03   0.207358E+02   0.899139E-01   0.581396E+01
  1224   0.911294E+03   0.209150E+02   0.898365E-01   0.576329E+01
  1225   0.907041E+03   0.210941E+02   0.897585E-01   0.569706E+01
  1226   0.902802E+03   0.212731E+02   0.896802E-01   0.561525E+01
  1227   0.898581E+03   0.214519E+02   0.896014E-01   0.551792E+01
  1228   0.894380E+03   0.216305E+02   0.895222E-01   0.540536E+01
  1229   0.890205E+03   0.218088E+02   0.894425E-01   0.527756E+01
  1230   0.886048E+03   0.219867E+02   0.893625E-01   0.513464E+01
  1231   0.881909E+03   0.221641E+02   0.892821E-01   0.497666E+01
  1232   0.877796E+03   0.223410E+02   0.892014E-01   0.480391E+01
  1233   0.873716E+03   0.225171E+02   0.891203E-01   0.461628E+01
  1234   0.869652E+03   0.226925E+02   0.890390E-01   0.441405E+01
  1235   0.865621E+03   0.228672E+02   0.889573E-01   0.419721E+01
  1236   0.861613E+03   0.230409E+02   0.888754E-01   0.396594E+01
  1237   0.857637E+03   0.232136E+02   0.887932E-01   0.372038E+01
  1238   0.853692E+03   0.233853E+02   0.887108E-01   0.346072E+01
  1239   0.849777E+03   0.235558E+02   0.886282E-01   0.318708E+01
  1240   0.845893E+03   0.237251E+02   0.885454E-01   0.289965E+01
  1241   0.842047E+03   0.238932E+02   0.884624E-01   0.259864E+01
  1242   0.838237E+03   0.240599E+02   0.883792E-01   0.228422E+01
  1243   0.834457E+03   0.242252E+02   0.882959E-01   0.195652E+01
  1244   0.830714E+03   0.243890E+02   0.882125E-01   0.161566E+01
  1245   0.827007E+03   0.245511E+02   0.881290E-01   0.126195E+01
  1246   0.823343E+03   0.247116E+02   0.880454E-01   0.895532E+00
  1247   0.819715E+03   0.248704E+02   0.879618E-01   0.516597E+00
  1248   0.816130E+03   0.250274E+02   0.878781E-01   0.125333E+00
  1249   0.812581E+03   0.251825E+02   0.877944E-01  -0.278078E+00
  1250   0.809081E+03   0.253356E+02   0.877106E-01  -0.693423E+00
  1251   0.805616E+03   0.254867E+02   0.876269E-01  -0.112046E+01
  1252   0.802193E+03   0.256358E+02   0.875433E-01  -0.155893E+01
  1253   0.798819E+03   0.257827E+02   0.874597E-01  -0.200856E+01
  1254   0.795487E+03   0.259275E+02   0.873761E-01  -0.246912E+01
  1255   0.792203E+03   0.260700E+02   0.872927E-01  -0.294032E+01
  1256   0.788968E+03   0.262103E+02   0.872093E-01  -0.342193E+01
  1257   0.785782E+03   0.263482E+02   0.871261E-01  -0.391369E+01
  1258   0.782643E+03   0.264838E+02   0.870430E-01  -0.441533E+01
  1259   0.779545E+03   0.266168E+02   0.869601E-01  -0.492663E+01
  1260   0.776510E+03   0.267475E+02   0.868773E-01  -0.544730E+01
  1261   0.773516E+03   0.268755E+02   0.867948E-01  -0.597713E+01
  1262   0.770576E+03   0.270008E+02   0.867125E-01  -0.651584E+01
  1263   0.767691E+03   0.271235E+02   0.866304E-01  -0.706320E+01
  1264   0.764854E+03   0.272436E+02   0.865485E-01  -0.761894E+01
  1265   0.762071E+03   0.273608E+02   0.864669E-01  -0.818280E+01
  1266   0.759334E+03   0.274751E+02   0.863856E-01  -0.875446E+01
  1267   0.756660E+03   0.275866E+02   0.863045E-01  -0.933367E+01
  1268   0.754040E+03   0.276952E+02   0.862238E-01  -0.992013E+01
  1269   0.751473E+03   0.278008E+02   0.861434E-01  -0.105135E+02
  1270   0.748961E+03   0.279035E+02   0.860634E-01  -0.111137E+02
  1271   0.746502E+03   0.280031E+02   0.859837E-01  -0.117201E+02
  1272   0.744104E+03   0.280997E+02   0.859044E-01  -0.123328E+02
  1273   0.741760E+03   0.281930E+02   0.858254E-01  -0.129512E+02
  1274   0.739468E+03   0.282833E+02   0.857469E-01  -0.135752E+02
  1275   0.737237E+03   0.283704E+02   0.856687E-01  -0.142044E+02
  1276   0.735063E+03   0.284543E+02   0.855910E-01  -0.148385E+02
  1277   0.732947E+03   0.285350E+02   0.855138E-01  -0.154773E+02
  1278   0.730888E+03   0.286124E+02   0.854369E-01  -0.161205E+02
  1279   0.728886E+03   0.286864E+02   0.853606E-01  -0.167677E+02
  1280   0.726943E+03   0.287571E+02   0.852847E-01  -0.174188E+02
  1281   0.725058E+03   0.288244E+02   0.852093E-01  -0.180734E+02
  1282   0.723230E+03   0.288883E+02   0.851344E-01  -0.187312E+02
  1283   0.721461E+03   0.289487E+02   0.850600E-01  -0.193919E+02
  1284   0.719749E+03   0.290057E+02   0.849862E-01  -0.200552E+02
  1285   0.718096E+03   0.290591E+02   0.849128E-01  -0.207208E+02
  1286   0.716500E+03   0.291090E+02   0.848400E-01  -0.213885E+02
  1287   0.714963E+03   0.291554E+02   0.847678E-01  -0.220580E+02
  1288   0.713484E+03   0.291982E+02   0.846961E-01  -0.227289E+02
  1289   0.712062E+03   0.292374E+02   0.846250E-01  -0.234008E+02
  1290   0.710699E+03   0.292732E+02   0.845545E-01  -0.240736E+02
  1291   0.709394E+03   0.293053E+02   0.844846E-01  -0.247470E+02
  1292   0.708146E+03   0.293340E+02   0.844152E-01  -0.254206E+02
  1293   0.706956E+03   0.293591E+02   0.843465E-01  -0.260940E+02
  1294   0.705824E+03   0.293806E+02   0.842784E-01  -0.267672E+02
  1295   0.704749E+03   0.293985E+02   0.842109E-01  -0.274397E+02
  1296   0.703730E+03   0.294129E+02   0.841440E-01  -0.281113E+02
  1297   0.702768E+03   0.294236E+02   0.840778E-01  -0.287817E+02
  1298   0.701863E+03   0.294307E+02   0.840122E-01  -0.294506E+02
  1299   0.701013E+03   0.294341E+02   0.839472E-01  -0.301178E+02
  1300   0.700218E+03   0.294340E+02   0.838829E-01  -0.307829E+02
  1301   0.699479E+03   0.294302E+02   0.838193E-01  -0.314458E+02
  1302   0.698795E+03   0.294229E+02   0.837563E-01  -0.321060E+02
  1303   0.698164E+03   0.294119E+02   0.836940E-01  -0.327635E+02
  1304   0.697587E+03   0.293974E+02   0.836324E-01  -0.334177E+02
  1305   0.697066E+03   0.293793E+02   0.835715E-01  -0.340685E+02
  1306   0.696596E+03   0.293577E+02   0.835112E-01  -0.347157E+02
  1307   0.696179E+03   0.293326E+02   0.834516E-01  -0.353588E+02
  1308   0.695815E+03   0.293039E+02   0.833928E-01  -0.359977E+02
  1309   0.695502E+03   0.292717E+02   0.833346E-01  -0.366321E+02
  1310   0.695240E+03   0.292359E+02   0.832771E-01  -0.372616E+02
  1311   0.695029E+03   0.291967E+02   0.832203E-01  -0.378861E+02
  1312   0.694869E+03   0.291540E+02   0.831642E-01  -0.385053E+02
  1313   0.694757E+03   0.291077E+02   0.831088E-01  -0.391188E+02
  1314   0.694694E+03   0.290581E+02   0.830542E-01  -0.397266E+02
  1315   0.694679E+03   0.290050E+02   0.830002E-01  -0.403282E+02
  1316   0.694712E+03   0.289485E+02   0.829469E-01  -0.409234E+02
  1317   0.694792E+03   0.288888E+02   0.828944E-01  -0.415122E+02
  1318   0.694918E+03   0.288257E+02   0.828425E-01  -0.420941E+02
  1319   0.695089E+03   0.287594E+02   0.827914E-01  -0.426690E+02
  1320   0.695306E+03   0.286899E+02   0.827410E-01  -0.432367E+02
  1321   0.695566E+03   0.286171E+02   0.826912E-01  -0.437968E+02
  1322   0.695871E+03   0.285413E+02   0.826422E-01  -0.443492E+02
  1323   0.696218E+03   0.284623E+02   0.825939E-01  -0.448937E+02
  1324   0.696607E+03   0.283803E+02   0.825463E-01  -0.454301E+02
  1325   0.697037E+03   0.282952E+02   0.824994E-01  -0.459580E+02
  1326   0.697507E+03   0.282070E+02   0.824532E-01  -0.464774E+02
  1327   0.698017E+03   0.281159E+02   0.824077E-01  -0.469880E+02
  1328   0.698566E+03   0.280217E+02   0.823629E-01  -0.474896E+02
  1329   0.699151E+03   0.279246E+02   0.823188E-01  -0.479820E+02
  1330   0.699774E+03   0.278247E+02   0.822754E-01  -0.484650E+02
  1331   0.700434E+03   0.277220E+02   0.822327E-01  -0.489386E+02
  1332   0.701127E+03   0.276164E+02   0.821906E-01  -0.494024E+02
  1333   0.701855E+03   0.275080E+02   0.821492E-01  -0.498564E+02
  1334   0.702617E+03   0.273970E+02   0.821085E-01  -0.503002E+02
  1335   0.703410E+03   0.272834E+02   0.820685E-01  -0.507337E+02
  1336   0.704236E+03   0.271671E+02   0.820291E-01  -0.511569E+02
  1337   0.705091E+03   0.270482E+02   0.819904E-01  -0.515696E+02
  1338   0.705977E+03   0.269269E+02   0.819523E-01  -0.519715E+02
  1339   0.706891E+03   0.268031E+02   0.819149E-01  -0.523626E+02
  1340   0.707832E+03   0.266769E+02   0.818781E-01  -0.527428E+02
  1341   0.708800E+03   0.265483E+02   0.818419E-01  -0.531118E+02
  1342   0.709794E+03   0.264174E+02   0.818064E-01  -0.534695E+02
  1343   0.710812E+03   0.262842E+02   0.817715E-01  -0.538158E+02
  1344   0.711854E+03   0.261489E+02   0.817371E-01  -0.541506E+02
  1345   0.712918E+03   0.260113E+02   0.817034E-01  -0.544737E+02
  1346   0.714004E+03   0.258715E+02   0.816703E-01  -0.547850E+02
  1347   0.715110E+03   0.257297E+02   0.816377E-01  -0.550845E+02
  1348   0.716235E+03   0.255858E+02   0.816057E-01  -0.553719E+02
