#    L    TT             EE             BB             TE             PP             TP             EP          
  2048   0.224195E+03   0.552639E+01   0.000000E+00  -0.165063E+02   0.131405E-08   0.610116E-06  -0.333717E-07
  2049   0.224100E+03   0.547198E+01   0.000000E+00  -0.163403E+02   0.131252E-08   0.611319E-06  -0.327390E-07
  2050   0.223994E+03   0.541834E+01   0.000000E+00  -0.161723E+02   0.131099E-08   0.612579E-06  -0.321058E-07
  2051   0.223878E+03   0.536548E+01   0.000000E+00  -0.160025E+02   0.130947E-08   0.613894E-06  -0.314722E-07
  2052   0.223750E+03   0.531341E+01   0.000000E+00  -0.158309E+02   0.130794E-08   0.615259E-06  -0.308382E-07
  2053   0.223612E+03   0.526215E+01   0.000000E+00  -0.156574E+02   0.130642E-08   0.616668E-06  -0.302038E-07
  2054   0.223462E+03   0.521171E+01   0.000000E+00  -0.154824E+02   0.130490E-08   0.618113E-06  -0.295688E-07
  2055   0.223302E+03   0.516210E+01   0.000000E+00  -0.153056E+02   0.130338E-08   0.619588E-06  -0.289333E-07
  2056   0.223131E+03   0.511333E+01   0.000000E+00  -0.151274E+02   0.130186E-08   0.621087E-06  -0.282973E-07
  2057   0.222947E+03   0.506542E+01   0.000000E+00  -0.149476E+02   0.130035E-08   0.622602E-06  -0.276607E-07
  2058   0.222754E+03   0.501837E+01   0.000000E+00  -0.147664E+02   0.129884E-08   0.624128E-06  -0.270234E-07
  2059   0.222548E+03   0.497219E+01   0.000000E+00  -0.145839E+02   0.129733E-08   0.625656E-06  -0.263854E-07
  2060   0.222332E+03   0.492691E+01   0.000000E+00  -0.144000E+02   0.129582E-08   0.627181E-06  -0.257467E-07
  2061   0.222104E+03   0.488251E+01   0.000000E+00  -0.142150E+02   0.129431E-08   0.628695E-06  -0.251072E-07
  2062   0.221866E+03   0.483902E+01   0.000000E+00  -0.140288E+02   0.129281E-08   0.630193E-06  -0.244669E-07
  2063   0.221615E+03   0.479645E+01   0.000000E+00  -0.138416E+02   0.129131E-08   0.631667E-06  -0.238258E-07
  2064   0.221353E+03   0.475480E+01   0.000000E+00  -0.136535E+02   0.128981E-08   0.633110E-06  -0.231838E-07
  2065   0.221081E+03   0.471407E+01   0.000000E+00  -0.134643E+02   0.128831E-08   0.634517E-06  -0.225409E-07
  2066   0.220797E+03   0.467429E+01   0.000000E+00  -0.132743E+02   0.128682E-08   0.635879E-06  -0.218971E-07
  2067   0.220501E+03   0.463545E+01   0.000000E+00  -0.130835E+02   0.128532E-08   0.637191E-06  -0.212522E-07
  2068   0.220195E+03   0.459756E+01   0.000000E+00  -0.128920E+02   0.128383E-08   0.638446E-06  -0.206064E-07
  2069   0.219877E+03   0.456063E+01   0.000000E+00  -0.126999E+02   0.128234E-08   0.639637E-06  -0.199594E-07
  2070   0.219548E+03   0.452466E+01   0.000000E+00  -0.125071E+02   0.128086E-08   0.640757E-06  -0.193114E-07
  2071   0.219208E+03   0.448966E+01   0.000000E+00  -0.123139E+02   0.127937E-08   0.641800E-06  -0.186622E-07
  2072   0.218856E+03   0.445563E+01   0.000000E+00  -0.121202E+02   0.127789E-08   0.642759E-06  -0.180118E-07
  2073   0.218493E+03   0.442257E+01   0.000000E+00  -0.119262E+02   0.127641E-08   0.643627E-06  -0.173602E-07
  2074   0.218119E+03   0.439051E+01   0.000000E+00  -0.117318E+02   0.127493E-08   0.644398E-06  -0.167074E-07
  2075   0.217735E+03   0.435942E+01   0.000000E+00  -0.115372E+02   0.127345E-08   0.645064E-06  -0.160532E-07
  2076   0.217338E+03   0.432932E+01   0.000000E+00  -0.113424E+02   0.127198E-08   0.645620E-06  -0.153977E-07
  2077   0.216931E+03   0.430022E+01   0.000000E+00  -0.111475E+02   0.127051E-08   0.646057E-06  -0.147409E-07
  2078   0.216512E+03   0.427210E+01   0.000000E+00  -0.109526E+02   0.126903E-08   0.646371E-06  -0.140826E-07
  2079   0.216083E+03   0.424499E+01   0.000000E+00  -0.107577E+02   0.126757E-08   0.646553E-06  -0.134229E-07
  2080   0.215643E+03   0.421887E+01   0.000000E+00  -0.105630E+02   0.126610E-08   0.646598E-06  -0.127616E-07
  2081   0.215192E+03   0.419375E+01   0.000000E+00  -0.103684E+02   0.126463E-08   0.646498E-06  -0.120989E-07
  2082   0.214731E+03   0.416964E+01   0.000000E+00  -0.101740E+02   0.126317E-08   0.646247E-06  -0.114346E-07
  2083   0.214260E+03   0.414653E+01   0.000000E+00  -0.998002E+01   0.126171E-08   0.645839E-06  -0.107687E-07
  2084   0.213777E+03   0.412443E+01   0.000000E+00  -0.978638E+01   0.126025E-08   0.645265E-06  -0.101011E-07
  2085   0.213285E+03   0.410332E+01   0.000000E+00  -0.959322E+01   0.125880E-08   0.644520E-06  -0.943185E-08
  2086   0.212782E+03   0.408322E+01   0.000000E+00  -0.940056E+01   0.125734E-08   0.643598E-06  -0.876089E-08
  2087   0.212269E+03   0.406412E+01   0.000000E+00  -0.920846E+01   0.125589E-08   0.642490E-06  -0.808817E-08
  2088   0.211747E+03   0.404602E+01   0.000000E+00  -0.901699E+01   0.125444E-08   0.641192E-06  -0.741366E-08
  2089   0.211214E+03   0.402891E+01   0.000000E+00  -0.882622E+01   0.125299E-08   0.639695E-06  -0.673731E-08
  2090   0.210671E+03   0.401280E+01   0.000000E+00  -0.863622E+01   0.125154E-08   0.637993E-06  -0.605908E-08
  2091   0.210119E+03   0.399769E+01   0.000000E+00  -0.844699E+01   0.125010E-08   0.636079E-06  -0.537895E-08
  2092   0.209556E+03   0.398356E+01   0.000000E+00  -0.825868E+01   0.124866E-08   0.633948E-06  -0.469686E-08
  2093   0.208984E+03   0.397041E+01   0.000000E+00  -0.807135E+01   0.124722E-08   0.631591E-06  -0.401279E-08
  2094   0.208403E+03   0.395825E+01   0.000000E+00  -0.788493E+01   0.124578E-08   0.629002E-06  -0.332669E-08
  2095   0.207811E+03   0.394707E+01   0.000000E+00  -0.769964E+01   0.124434E-08   0.626176E-06  -0.263853E-08
  2096   0.207212E+03   0.393685E+01   0.000000E+00  -0.751547E+01   0.124291E-08   0.623104E-06  -0.194827E-08
  2097   0.206603E+03   0.392760E+01   0.000000E+00  -0.733244E+01   0.124147E-08   0.619780E-06  -0.125586E-08
  2098   0.205984E+03   0.391932E+01   0.000000E+00  -0.715067E+01   0.124004E-08   0.616198E-06  -0.561275E-09
  2099   0.205357E+03   0.391198E+01   0.000000E+00  -0.697019E+01   0.123861E-08   0.612350E-06   0.135528E-09
  2100   0.204721E+03   0.390560E+01   0.000000E+00  -0.679105E+01   0.123719E-08   0.608231E-06   0.834588E-09
  2101   0.204077E+03   0.390017E+01   0.000000E+00  -0.661331E+01   0.123576E-08   0.603836E-06   0.153588E-08
  2102   0.203423E+03   0.389566E+01   0.000000E+00  -0.643702E+01   0.123434E-08   0.599174E-06   0.223914E-08
  2103   0.202761E+03   0.389209E+01   0.000000E+00  -0.626224E+01   0.123292E-08   0.594258E-06   0.294404E-08
  2104   0.202091E+03   0.388944E+01   0.000000E+00  -0.608903E+01   0.123150E-08   0.589100E-06   0.365024E-08
  2105   0.201413E+03   0.388771E+01   0.000000E+00  -0.591743E+01   0.123008E-08   0.583712E-06   0.435743E-08
  2106   0.200726E+03   0.388688E+01   0.000000E+00  -0.574750E+01   0.122867E-08   0.578106E-06   0.506527E-08
  2107   0.200032E+03   0.388696E+01   0.000000E+00  -0.557930E+01   0.122725E-08   0.572294E-06   0.577344E-08
  2108   0.199329E+03   0.388792E+01   0.000000E+00  -0.541287E+01   0.122584E-08   0.566289E-06   0.648161E-08
  2109   0.198620E+03   0.388977E+01   0.000000E+00  -0.524827E+01   0.122443E-08   0.560102E-06   0.718945E-08
  2110   0.197903E+03   0.389249E+01   0.000000E+00  -0.508554E+01   0.122302E-08   0.553746E-06   0.789662E-08
  2111   0.197180E+03   0.389608E+01   0.000000E+00  -0.492474E+01   0.122162E-08   0.547232E-06   0.860281E-08
  2112   0.196449E+03   0.390052E+01   0.000000E+00  -0.476592E+01   0.122021E-08   0.540574E-06   0.930769E-08
  2113   0.195712E+03   0.390582E+01   0.000000E+00  -0.460910E+01   0.121881E-08   0.533783E-06   0.100109E-07
  2114   0.194968E+03   0.391194E+01   0.000000E+00  -0.445435E+01   0.121741E-08   0.526871E-06   0.107122E-07
