#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2331   0.103337E+03  -0.953329E+01   0.198338E-06  -0.953329E+01   0.427855E+01   0.241277E-07   0.198338E-06   0.241277E-07   0.953724E-09
  2332   0.103376E+03  -0.951376E+01   0.202043E-06  -0.951376E+01   0.424182E+01   0.235920E-07   0.202043E-06   0.235920E-07   0.952673E-09
  2333   0.103414E+03  -0.949260E+01   0.205625E-06  -0.949260E+01   0.420515E+01   0.230592E-07   0.205625E-06   0.230592E-07   0.951624E-09
  2334   0.103450E+03  -0.946979E+01   0.209075E-06  -0.946979E+01   0.416855E+01   0.225300E-07   0.209075E-06   0.225300E-07   0.950576E-09
  2335   0.103483E+03  -0.944535E+01   0.212383E-06  -0.944535E+01   0.413204E+01   0.220049E-07   0.212383E-06   0.220049E-07   0.949529E-09
  2336   0.103515E+03  -0.941934E+01   0.215539E-06  -0.941934E+01   0.409561E+01   0.214845E-07   0.215539E-06   0.214845E-07   0.948483E-09
  2337   0.103546E+03  -0.939176E+01   0.218533E-06  -0.939176E+01   0.405929E+01   0.209693E-07   0.218533E-06   0.209693E-07   0.947439E-09
  2338   0.103573E+03  -0.936253E+01   0.221357E-06  -0.936253E+01   0.402307E+01   0.204598E-07   0.221357E-06   0.204598E-07   0.946396E-09
  2339   0.103599E+03  -0.933181E+01   0.223999E-06  -0.933181E+01   0.398698E+01   0.199566E-07   0.223999E-06   0.199566E-07   0.945355E-09
  2340   0.103623E+03  -0.929959E+01   0.226451E-06  -0.929959E+01   0.395103E+01   0.194604E-07   0.226451E-06   0.194604E-07   0.944315E-09
  2341   0.103644E+03  -0.926579E+01   0.228703E-06  -0.926579E+01   0.391522E+01   0.189715E-07   0.228703E-06   0.189715E-07   0.943276E-09
  2342   0.103663E+03  -0.923050E+01   0.230744E-06  -0.923050E+01   0.387956E+01   0.184907E-07   0.230744E-06   0.184907E-07   0.942238E-09
  2343   0.103679E+03  -0.919377E+01   0.232566E-06  -0.919377E+01   0.384407E+01   0.180183E-07   0.232566E-06   0.180183E-07   0.941202E-09
  2344   0.103693E+03  -0.915561E+01   0.234159E-06  -0.915561E+01   0.380874E+01   0.175551E-07   0.234159E-06   0.175551E-07   0.940167E-09
  2345   0.103704E+03  -0.911595E+01   0.235512E-06  -0.911595E+01   0.377361E+01   0.171015E-07   0.235512E-06   0.171015E-07   0.939133E-09
  2346   0.103713E+03  -0.907493E+01   0.236617E-06  -0.907493E+01   0.373865E+01   0.166582E-07   0.236617E-06   0.166582E-07   0.938101E-09
  2347   0.103718E+03  -0.903247E+01   0.237462E-06  -0.903247E+01   0.370390E+01   0.162255E-07   0.237462E-06   0.162255E-07   0.937070E-09
  2348   0.103721E+03  -0.898865E+01   0.238040E-06  -0.898865E+01   0.366935E+01   0.158043E-07   0.238040E-06   0.158043E-07   0.936040E-09
  2349   0.103721E+03  -0.894347E+01   0.238340E-06  -0.894347E+01   0.363502E+01   0.153948E-07   0.238340E-06   0.153948E-07   0.935012E-09
  2350   0.103717E+03  -0.889699E+01   0.238352E-06  -0.889699E+01   0.360091E+01   0.149978E-07   0.238352E-06   0.149978E-07   0.933985E-09
  2351   0.103711E+03  -0.884915E+01   0.238070E-06  -0.884915E+01   0.356704E+01   0.146136E-07   0.238070E-06   0.146136E-07   0.932959E-09
  2352   0.103702E+03  -0.880008E+01   0.237502E-06  -0.880008E+01   0.353340E+01   0.142420E-07   0.237502E-06   0.142420E-07   0.931935E-09
  2353   0.103689E+03  -0.874972E+01   0.236659E-06  -0.874972E+01   0.350003E+01   0.138826E-07   0.236659E-06   0.138826E-07   0.930911E-09
  2354   0.103673E+03  -0.869821E+01   0.235552E-06  -0.869821E+01   0.346691E+01   0.135350E-07   0.235552E-06   0.135350E-07   0.929889E-09
  2355   0.103654E+03  -0.864540E+01   0.234193E-06  -0.864540E+01   0.343406E+01   0.131988E-07   0.234193E-06   0.131988E-07   0.928869E-09
  2356   0.103631E+03  -0.859144E+01   0.232592E-06  -0.859144E+01   0.340150E+01   0.128736E-07   0.232592E-06   0.128736E-07   0.927849E-09
  2357   0.103605E+03  -0.853639E+01   0.230761E-06  -0.853639E+01   0.336922E+01   0.125590E-07   0.230761E-06   0.125590E-07   0.926831E-09
  2358   0.103576E+03  -0.848018E+01   0.228710E-06  -0.848018E+01   0.333725E+01   0.122546E-07   0.228710E-06   0.122546E-07   0.925815E-09
  2359   0.103543E+03  -0.842289E+01   0.226452E-06  -0.842289E+01   0.330557E+01   0.119600E-07   0.226452E-06   0.119600E-07   0.924799E-09
  2360   0.103506E+03  -0.836444E+01   0.223997E-06  -0.836444E+01   0.327421E+01   0.116749E-07   0.223997E-06   0.116749E-07   0.923785E-09
  2361   0.103466E+03  -0.830505E+01   0.221356E-06  -0.830505E+01   0.324316E+01   0.113988E-07   0.221356E-06   0.113988E-07   0.922772E-09
  2362   0.103422E+03  -0.824456E+01   0.218541E-06  -0.824456E+01   0.321244E+01   0.111313E-07   0.218541E-06   0.111313E-07   0.921761E-09
  2363   0.103374E+03  -0.818313E+01   0.215563E-06  -0.818313E+01   0.318205E+01   0.108721E-07   0.215563E-06   0.108721E-07   0.920750E-09
  2364   0.103322E+03  -0.812068E+01   0.212433E-06  -0.812068E+01   0.315199E+01   0.106207E-07   0.212433E-06   0.106207E-07   0.919741E-09
  2365   0.103267E+03  -0.805736E+01   0.209162E-06  -0.805736E+01   0.312229E+01   0.103768E-07   0.209162E-06   0.103768E-07   0.918733E-09
  2366   0.103208E+03  -0.799308E+01   0.205761E-06  -0.799308E+01   0.309293E+01   0.101399E-07   0.205761E-06   0.101399E-07   0.917727E-09
  2367   0.103144E+03  -0.792793E+01   0.202242E-06  -0.792793E+01   0.306393E+01   0.990973E-08   0.202242E-06   0.990973E-08   0.916722E-09
  2368   0.103077E+03  -0.786189E+01   0.198616E-06  -0.786189E+01   0.303530E+01   0.968580E-08   0.198616E-06   0.968580E-08   0.915718E-09
  2369   0.103006E+03  -0.779513E+01   0.194893E-06  -0.779513E+01   0.300704E+01   0.946775E-08   0.194893E-06   0.946775E-08   0.914715E-09
  2370   0.102930E+03  -0.772747E+01   0.191086E-06  -0.772747E+01   0.297916E+01   0.925518E-08   0.191086E-06   0.925518E-08   0.913713E-09
  2371   0.102851E+03  -0.765908E+01   0.187204E-06  -0.765908E+01   0.295167E+01   0.904770E-08   0.187204E-06   0.904770E-08   0.912713E-09
  2372   0.102768E+03  -0.758995E+01   0.183261E-06  -0.758995E+01   0.292456E+01   0.884491E-08   0.183261E-06   0.884491E-08   0.911714E-09
  2373   0.102682E+03  -0.752015E+01   0.179265E-06  -0.752015E+01   0.289785E+01   0.864641E-08   0.179265E-06   0.864641E-08   0.910717E-09
  2374   0.102590E+03  -0.744969E+01   0.175230E-06  -0.744969E+01   0.287155E+01   0.845182E-08   0.175230E-06   0.845182E-08   0.909720E-09
  2375   0.102495E+03  -0.737855E+01   0.171166E-06  -0.737855E+01   0.284564E+01   0.826073E-08   0.171166E-06   0.826073E-08   0.908725E-09
  2376   0.102396E+03  -0.730682E+01   0.167083E-06  -0.730682E+01   0.282014E+01   0.807276E-08   0.167083E-06   0.807276E-08   0.907731E-09
  2377   0.102291E+03  -0.723448E+01   0.162994E-06  -0.723448E+01   0.279507E+01   0.788751E-08   0.162994E-06   0.788751E-08   0.906738E-09
  2378   0.102184E+03  -0.716158E+01   0.158910E-06  -0.716158E+01   0.277041E+01   0.770458E-08   0.158910E-06   0.770458E-08   0.905747E-09
  2379   0.102072E+03  -0.708817E+01   0.154841E-06  -0.708817E+01   0.274617E+01   0.752358E-08   0.154841E-06   0.752358E-08   0.904757E-09
  2380   0.101956E+03  -0.701427E+01   0.150800E-06  -0.701427E+01   0.272236E+01   0.734411E-08   0.150800E-06   0.734411E-08   0.903768E-09
  2381   0.101836E+03  -0.693991E+01   0.146796E-06  -0.693991E+01   0.269898E+01   0.716579E-08   0.146796E-06   0.716579E-08   0.902780E-09
  2382   0.101712E+03  -0.686510E+01   0.142841E-06  -0.686510E+01   0.267604E+01   0.698821E-08   0.142841E-06   0.698821E-08   0.901793E-09
  2383   0.101583E+03  -0.678989E+01   0.138947E-06  -0.678989E+01   0.265353E+01   0.681098E-08   0.138947E-06   0.681098E-08   0.900808E-09
  2384   0.101450E+03  -0.671430E+01   0.135125E-06  -0.671430E+01   0.263147E+01   0.663370E-08   0.135125E-06   0.663370E-08   0.899824E-09
  2385   0.101313E+03  -0.663835E+01   0.131385E-06  -0.663835E+01   0.260986E+01   0.645599E-08   0.131385E-06   0.645599E-08   0.898841E-09
  2386   0.101172E+03  -0.656209E+01   0.127740E-06  -0.656209E+01   0.258868E+01   0.627745E-08   0.127740E-06   0.627745E-08   0.897860E-09
  2387   0.101026E+03  -0.648554E+01   0.124199E-06  -0.648554E+01   0.256796E+01   0.609767E-08   0.124199E-06   0.609767E-08   0.896879E-09
  2388   0.100877E+03  -0.640875E+01   0.120775E-06  -0.640875E+01   0.254770E+01   0.591628E-08   0.120775E-06   0.591628E-08   0.895900E-09
  2389   0.100724E+03  -0.633173E+01   0.117478E-06  -0.633173E+01   0.252789E+01   0.573287E-08   0.117478E-06   0.573287E-08   0.894922E-09
  2390   0.100566E+03  -0.625452E+01   0.114320E-06  -0.625452E+01   0.250854E+01   0.554704E-08   0.114320E-06   0.554704E-08   0.893946E-09
  2391   0.100404E+03  -0.617715E+01   0.111312E-06  -0.617715E+01   0.248965E+01   0.535841E-08   0.111312E-06   0.535841E-08   0.892970E-09
  2392   0.100239E+03  -0.609966E+01   0.108465E-06  -0.609966E+01   0.247123E+01   0.516658E-08   0.108465E-06   0.516658E-08   0.891996E-09
  2393   0.100069E+03  -0.602207E+01   0.105791E-06  -0.602207E+01   0.245327E+01   0.497116E-08   0.105791E-06   0.497116E-08   0.891023E-09
  2394   0.998951E+02  -0.594440E+01   0.103299E-06  -0.594440E+01   0.243578E+01   0.477174E-08   0.103299E-06   0.477174E-08   0.890051E-09
  2395   0.997172E+02  -0.586668E+01   0.101003E-06  -0.586668E+01   0.241876E+01   0.456794E-08   0.101003E-06   0.456794E-08   0.889081E-09
  2396   0.995358E+02  -0.578895E+01   0.989116E-07  -0.578895E+01   0.240220E+01   0.435936E-08   0.989116E-07   0.435936E-08   0.888111E-09
  2397   0.993502E+02  -0.571123E+01   0.970376E-07  -0.571123E+01   0.238611E+01   0.414560E-08   0.970376E-07   0.414560E-08   0.887143E-09
  2398   0.991603E+02  -0.563355E+01   0.953918E-07  -0.563355E+01   0.237050E+01   0.392628E-08   0.953918E-07   0.392628E-08   0.886176E-09
  2399   0.989670E+02  -0.555593E+01   0.939853E-07  -0.555593E+01   0.235535E+01   0.370099E-08   0.939853E-07   0.370099E-08   0.885210E-09
  2400   0.987694E+02  -0.547841E+01   0.928293E-07  -0.547841E+01   0.234067E+01   0.346935E-08   0.928293E-07   0.346935E-08   0.884246E-09
  2401   0.985676E+02  -0.540102E+01   0.919316E-07  -0.540102E+01   0.232646E+01   0.323106E-08   0.919316E-07   0.323106E-08   0.883282E-09
  2402   0.983630E+02  -0.532377E+01   0.912862E-07  -0.532377E+01   0.231272E+01   0.298628E-08   0.912862E-07   0.298628E-08   0.882320E-09
  2403   0.981534E+02  -0.524671E+01   0.908837E-07  -0.524671E+01   0.229945E+01   0.273527E-08   0.908837E-07   0.273527E-08   0.881359E-09
  2404   0.979410E+02  -0.516985E+01   0.907146E-07  -0.516985E+01   0.228665E+01   0.247828E-08   0.907146E-07   0.247828E-08   0.880399E-09
  2405   0.977244E+02  -0.509324E+01   0.907696E-07  -0.509324E+01   0.227433E+01   0.221558E-08   0.907696E-07   0.221558E-08   0.879441E-09
  2406   0.975043E+02  -0.501689E+01   0.910393E-07  -0.501689E+01   0.226247E+01   0.194743E-08   0.910393E-07   0.194743E-08   0.878483E-09
  2407   0.972806E+02  -0.494084E+01   0.915142E-07  -0.494084E+01   0.225109E+01   0.167408E-08   0.915142E-07   0.167408E-08   0.877527E-09
  2408   0.970527E+02  -0.486510E+01   0.921850E-07  -0.486510E+01   0.224016E+01   0.139579E-08   0.921850E-07   0.139579E-08   0.876572E-09
  2409   0.968219E+02  -0.478971E+01   0.930422E-07  -0.478971E+01   0.222971E+01   0.111283E-08   0.930422E-07   0.111283E-08   0.875618E-09
  2410   0.965869E+02  -0.471469E+01   0.940765E-07  -0.471469E+01   0.221973E+01   0.825456E-09   0.940765E-07   0.825456E-09   0.874666E-09
  2411   0.963490E+02  -0.464007E+01   0.952783E-07  -0.464007E+01   0.221020E+01   0.533924E-09   0.952783E-07   0.533924E-09   0.873714E-09
  2412   0.961069E+02  -0.456587E+01   0.966384E-07  -0.456587E+01   0.220114E+01   0.238496E-09   0.966384E-07   0.238496E-09   0.872764E-09
  2413   0.958619E+02  -0.449212E+01   0.981473E-07  -0.449212E+01   0.219254E+01  -0.605686E-10   0.981473E-07  -0.605686E-10   0.871815E-09
  2414   0.956134E+02  -0.441885E+01   0.997957E-07  -0.441885E+01   0.218440E+01  -0.363010E-09   0.997957E-07  -0.363010E-09   0.870867E-09
  2415   0.953613E+02  -0.434608E+01   0.101574E-06  -0.434608E+01   0.217671E+01  -0.668570E-09   0.101574E-06  -0.668570E-09   0.869920E-09
  2416   0.951064E+02  -0.427383E+01   0.103473E-06  -0.427383E+01   0.216948E+01  -0.976986E-09   0.103473E-06  -0.976986E-09   0.868974E-09
  2417   0.948479E+02  -0.420213E+01   0.105483E-06  -0.420213E+01   0.216271E+01  -0.128800E-08   0.105483E-06  -0.128800E-08   0.868030E-09
  2418   0.945865E+02  -0.413102E+01   0.107595E-06  -0.413102E+01   0.215638E+01  -0.160136E-08   0.107595E-06  -0.160136E-08   0.867087E-09
  2419   0.943216E+02  -0.406050E+01   0.109799E-06  -0.406050E+01   0.215051E+01  -0.191679E-08   0.109799E-06  -0.191679E-08   0.866145E-09
  2420   0.940545E+02  -0.399061E+01   0.112086E-06  -0.399061E+01   0.214507E+01  -0.223404E-08   0.112086E-06  -0.223404E-08   0.865204E-09
  2421   0.937839E+02  -0.392136E+01   0.114447E-06  -0.392136E+01   0.214008E+01  -0.255285E-08   0.114447E-06  -0.255285E-08   0.864264E-09
  2422   0.935103E+02  -0.385278E+01   0.116872E-06  -0.385278E+01   0.213552E+01  -0.287296E-08   0.116872E-06  -0.287296E-08   0.863325E-09
  2423   0.932347E+02  -0.378489E+01   0.119352E-06  -0.378489E+01   0.213140E+01  -0.319411E-08   0.119352E-06  -0.319411E-08   0.862388E-09
  2424   0.929554E+02  -0.371771E+01   0.121877E-06  -0.371771E+01   0.212770E+01  -0.351605E-08   0.121877E-06  -0.351605E-08   0.861451E-09
  2425   0.926740E+02  -0.365126E+01   0.124438E-06  -0.365126E+01   0.212445E+01  -0.383850E-08   0.124438E-06  -0.383850E-08   0.860516E-09
  2426   0.923897E+02  -0.358556E+01   0.127025E-06  -0.358556E+01   0.212160E+01  -0.416121E-08   0.127025E-06  -0.416121E-08   0.859582E-09
  2427   0.921025E+02  -0.352063E+01   0.129630E-06  -0.352063E+01   0.211918E+01  -0.448393E-08   0.129630E-06  -0.448393E-08   0.858649E-09
  2428   0.918131E+02  -0.345649E+01   0.132242E-06  -0.345649E+01   0.211717E+01  -0.480639E-08   0.132242E-06  -0.480639E-08   0.857718E-09
  2429   0.915216E+02  -0.339317E+01   0.134852E-06  -0.339317E+01   0.211558E+01  -0.512833E-08   0.134852E-06  -0.512833E-08   0.856787E-09
  2430   0.912272E+02  -0.333066E+01   0.137452E-06  -0.333066E+01   0.211439E+01  -0.544949E-08   0.137452E-06  -0.544949E-08   0.855858E-09
  2431   0.909306E+02  -0.326901E+01   0.140031E-06  -0.326901E+01   0.211361E+01  -0.576962E-08   0.140031E-06  -0.576962E-08   0.854930E-09
  2432   0.906319E+02  -0.320823E+01   0.142580E-06  -0.320823E+01   0.211322E+01  -0.608845E-08   0.142580E-06  -0.608845E-08   0.854002E-09
  2433   0.903309E+02  -0.314833E+01   0.145090E-06  -0.314833E+01   0.211322E+01  -0.640572E-08   0.145090E-06  -0.640572E-08   0.853076E-09
  2434   0.900285E+02  -0.308932E+01   0.147551E-06  -0.308932E+01   0.211361E+01  -0.672118E-08   0.147551E-06  -0.672118E-08   0.852152E-09
  2435   0.897232E+02  -0.303123E+01   0.149954E-06  -0.303123E+01   0.211439E+01  -0.703456E-08   0.149954E-06  -0.703456E-08   0.851228E-09
  2436   0.894164E+02  -0.297408E+01   0.152289E-06  -0.297408E+01   0.211554E+01  -0.734561E-08   0.152289E-06  -0.734561E-08   0.850305E-09
  2437   0.891074E+02  -0.291787E+01   0.154547E-06  -0.291787E+01   0.211706E+01  -0.765406E-08   0.154547E-06  -0.765406E-08   0.849384E-09
  2438   0.887970E+02  -0.286262E+01   0.156719E-06  -0.286262E+01   0.211895E+01  -0.795966E-08   0.156719E-06  -0.795966E-08   0.848464E-09
  2439   0.884843E+02  -0.280835E+01   0.158795E-06  -0.280835E+01   0.212120E+01  -0.826215E-08   0.158795E-06  -0.826215E-08   0.847545E-09
  2440   0.881702E+02  -0.275507E+01   0.160767E-06  -0.275507E+01   0.212381E+01  -0.856126E-08   0.160767E-06  -0.856126E-08   0.846626E-09
  2441   0.878546E+02  -0.270279E+01   0.162623E-06  -0.270279E+01   0.212677E+01  -0.885674E-08   0.162623E-06  -0.885674E-08   0.845710E-09
  2442   0.875375E+02  -0.265153E+01   0.164356E-06  -0.265153E+01   0.213007E+01  -0.914832E-08   0.164356E-06  -0.914832E-08   0.844794E-09
  2443   0.872182E+02  -0.260130E+01   0.165955E-06  -0.260130E+01   0.213371E+01  -0.943575E-08   0.165955E-06  -0.943575E-08   0.843879E-09
  2444   0.868981E+02  -0.255210E+01   0.167411E-06  -0.255210E+01   0.213768E+01  -0.971877E-08   0.167411E-06  -0.971877E-08   0.842966E-09
  2445   0.865772E+02  -0.250396E+01   0.168715E-06  -0.250396E+01   0.214198E+01  -0.999712E-08   0.168715E-06  -0.999712E-08   0.842053E-09
  2446   0.862541E+02  -0.245688E+01   0.169858E-06  -0.245688E+01   0.214660E+01  -0.102705E-07   0.169858E-06  -0.102705E-07   0.841142E-09
  2447   0.859310E+02  -0.241088E+01   0.170829E-06  -0.241088E+01   0.215154E+01  -0.105388E-07   0.170829E-06  -0.105388E-07   0.840232E-09
  2448   0.856064E+02  -0.236595E+01   0.171620E-06  -0.236595E+01   0.215678E+01  -0.108015E-07   0.171620E-06  -0.108015E-07   0.839323E-09
  2449   0.852802E+02  -0.232213E+01   0.172221E-06  -0.232213E+01   0.216232E+01  -0.110586E-07   0.172221E-06  -0.110586E-07   0.838415E-09
  2450   0.849540E+02  -0.227940E+01   0.172623E-06  -0.227940E+01   0.216816E+01  -0.113097E-07   0.172623E-06  -0.113097E-07   0.837508E-09
  2451   0.846263E+02  -0.223778E+01   0.172819E-06  -0.223778E+01   0.217429E+01  -0.115546E-07   0.172819E-06  -0.115546E-07   0.836602E-09
  2452   0.842985E+02  -0.219727E+01   0.172813E-06  -0.219727E+01   0.218069E+01  -0.117933E-07   0.172813E-06  -0.117933E-07   0.835697E-09
  2453   0.839691E+02  -0.215790E+01   0.172610E-06  -0.215790E+01   0.218737E+01  -0.120259E-07   0.172610E-06  -0.120259E-07   0.834794E-09
  2454   0.836398E+02  -0.211967E+01   0.172216E-06  -0.211967E+01   0.219432E+01  -0.122525E-07   0.172216E-06  -0.122525E-07   0.833891E-09
  2455   0.833096E+02  -0.208258E+01   0.171639E-06  -0.208258E+01   0.220153E+01  -0.124730E-07   0.171639E-06  -0.124730E-07   0.832990E-09
  2456   0.829793E+02  -0.204664E+01   0.170883E-06  -0.204664E+01   0.220900E+01  -0.126875E-07   0.170883E-06  -0.126875E-07   0.832090E-09
  2457   0.826490E+02  -0.201186E+01   0.169956E-06  -0.201186E+01   0.221671E+01  -0.128960E-07   0.169956E-06  -0.128960E-07   0.831191E-09
  2458   0.823178E+02  -0.197824E+01   0.168863E-06  -0.197824E+01   0.222465E+01  -0.130987E-07   0.168863E-06  -0.130987E-07   0.830293E-09
  2459   0.819859E+02  -0.194580E+01   0.167610E-06  -0.194580E+01   0.223284E+01  -0.132955E-07   0.167610E-06  -0.132955E-07   0.829396E-09
  2460   0.816546E+02  -0.191452E+01   0.166204E-06  -0.191452E+01   0.224124E+01  -0.134866E-07   0.166204E-06  -0.134866E-07   0.828500E-09
  2461   0.813232E+02  -0.188443E+01   0.164650E-06  -0.188443E+01   0.224987E+01  -0.136719E-07   0.164650E-06  -0.136719E-07   0.827605E-09
  2462   0.809910E+02  -0.185552E+01   0.162956E-06  -0.185552E+01   0.225870E+01  -0.138515E-07   0.162956E-06  -0.138515E-07   0.826711E-09
  2463   0.806601E+02  -0.182780E+01   0.161126E-06  -0.182780E+01   0.226774E+01  -0.140255E-07   0.161126E-06  -0.140255E-07   0.825819E-09
  2464   0.803285E+02  -0.180126E+01   0.159167E-06  -0.180126E+01   0.227698E+01  -0.141939E-07   0.159167E-06  -0.141939E-07   0.824927E-09
  2465   0.799975E+02  -0.177592E+01   0.157085E-06  -0.177592E+01   0.228641E+01  -0.143567E-07   0.157085E-06  -0.143567E-07   0.824037E-09
  2466   0.796664E+02  -0.175177E+01   0.154886E-06  -0.175177E+01   0.229601E+01  -0.145140E-07   0.154886E-06  -0.145140E-07   0.823148E-09
  2467   0.793359E+02  -0.172881E+01   0.152577E-06  -0.172881E+01   0.230579E+01  -0.146659E-07   0.152577E-06  -0.146659E-07   0.822259E-09
  2468   0.790061E+02  -0.170704E+01   0.150163E-06  -0.170704E+01   0.231574E+01  -0.148124E-07   0.150163E-06  -0.148124E-07   0.821372E-09
