2725.10 4448.28 4542.19
4518.65 2468.70 3774.18
1115.95 481.08 464.17
1188.08 1512.53 2461.31
1681.76 1149.21 809.66
964.22 832.78 1418.89
743.17 682.87 753.99
576.13 744.42 609.04
557.62 456.17 475.39
412.31 470.98 558.12
411.25 344.13 403.79
355.48 409.24 354.90
379.09 305.60 350.65
282.71 226.96 335.57
235.53 257.70 290.21
222.50 212.57 226.72
189.00 179.61 215.65
199.37 180.10 174.81
174.39 139.35 182.33
139.42 138.71 156.03
131.79 134.72 143.22
119.43 113.94 123.50
109.84 108.81 110.33
3509.96 8931.43 7439.71
8528.87 4298.24 6050.82
2104.17 1316.16 439.99
2400.86 3015.23 4879.76
3276.34 2404.15 1499.41
2494.27 1865.98 2474.20
1127.46 1504.09 1368.15
1206.13 1326.23 1117.22
1144.44 944.32 1100.88
844.11 921.52 1057.49
853.05 697.55 922.72
744.21 782.50 719.31
698.53 504.88 632.95
599.11 512.41 743.61
515.55 576.31 654.57
507.89 506.90 498.81
442.10 427.75 491.90
445.81 426.02 428.98
421.25 373.49 408.54
336.09 333.77 335.54
271.89 294.26 344.36
212.97 272.71 279.63
272.75 286.66 275.75
5477.27 9301.37 7641.36
7851.69 6858.88 8968.66
2356.70 2082.10 1993.26
3323.95 4068.55 6535.86
4406.33 3139.75 1478.52
2721.17 1871.41 3305.38
2129.37 1696.51 1199.25
1354.06 1788.41 1338.59
957.49 990.00 927.65
924.30 1302.89 1376.34
888.64 827.83 1046.05
705.12 912.43 723.82
905.14 750.33 708.85
605.60 662.76 911.89
539.03 524.82 749.23
406.83 520.19 593.43
400.32 448.19 577.94
499.55 482.23 524.57
482.02 492.99 379.12
316.30 305.72 324.02
264.99 263.09 302.56
283.41 232.20 323.54
288.15 270.91 240.97
