7236.66 11838.11 12145.56
12891.22 7008.41 10776.09
13582.54 5774.18 5516.14
2615.15 3317.65 5388.11
5950.12 4047.32 2835.08
2159.32 1873.38 3241.43
2298.23 2097.84 2335.65
1541.02 1989.78 1640.48
1826.36 1489.85 1541.02
1089.02 1232.02 1458.94
1259.94 1068.43 1237.05
950.84 1090.90 946.12
1052.58 855.42 976.29
818.91 655.03 975.22
624.68 699.33 781.61
675.06 655.35 697.08
596.76 567.49 669.30
643.39 583.48 559.81
571.53 457.27 603.10
469.15 467.00 520.21
436.41 452.22 472.51
445.90 418.08 450.69
408.11 400.51 418.57
 -0.07  -0.34   0.12
 -1.16   0.07   0.88
 -0.36   0.20   0.02
 -2.50   0.72   1.67
 -0.06   0.05  -0.07
  0.03  -0.06  -0.03
 -0.28   0.13   0.10
 -0.02   0.00  -0.02
 -0.01   0.01  -0.03
 -0.02  -0.01  -0.01
 -0.01  -0.02   0.00
  0.01   0.03  -0.07
 -0.01  -0.00  -0.01
  0.44   0.20  -0.66
  0.01  -0.00  -0.02
 -0.10   1.24  -1.16
 -0.01  -0.01  -0.00
  0.01  -0.00  -0.02
 -0.00  -0.01  -0.01
 -0.02  -0.02   0.02
  0.00  -0.02   0.01
 -0.00  -0.00  -0.01
 -0.00   0.01  -0.01
7429.45 19132.49 16125.37
21217.25 10647.33 15497.27
21224.64 12311.38 4286.27
3929.79 4900.97 7897.18
8527.67 6239.95 3877.72
4171.35 3173.07 4346.09
2518.08 3394.27 3123.31
2603.92 2896.49 2440.27
2601.49 2074.69 2380.92
1696.77 1842.29 2113.61
1740.40 1499.13 1890.11
1469.22 1578.93 1415.65
1630.18 1244.27 1448.49
1141.60 983.06 1413.54
876.27 1033.30 1143.80
947.97 998.29 989.89
901.55 851.87 966.31
877.36 846.07 834.65
815.54 747.00 811.82
718.18 717.63 733.65
580.20 630.17 729.25
519.93 639.70 637.47
576.30 599.29 604.82
 -0.11  -0.76   0.35
 -0.75  -0.14   0.51
 -0.37   0.20  -0.08
 -0.12  -0.04  -0.03
 -0.11   0.10  -0.14
 -0.02  -0.08  -0.02
 -0.27   0.05   0.12
 -0.03  -0.14   0.10
 -0.01   0.03  -0.09
  0.22   1.38  -1.66
 -0.02  -0.04   0.01
  0.01  -0.03  -0.02
 -0.03  -0.01   0.00
 -0.01  -0.05   0.02
  0.09   0.00  -0.12
 -0.06   0.05  -0.01
 -0.01  -0.05   0.03
  0.00  -0.01  -0.02
 -0.09   0.01   0.06
 -0.02  -0.02   0.02
  0.01  -0.03  -0.00
  0.07   0.14  -0.23
 -0.01  -0.01   0.01
19457.00 31537.96 26338.40
20378.94 18531.64 24385.15
21412.49 12565.35 14679.96
6274.38 7786.78 13221.59
15973.19 11047.91 5560.40
7050.50 4362.43 7980.40
7159.40 6293.07 4405.63
3899.42 4858.88 3901.50
4057.99 3832.48 3481.47
2527.31 3172.91 3320.78
2713.92 2507.70 3055.80
2177.76 2893.99 2021.66
3014.68 2221.65 2198.55
1902.00 1722.36 2211.71
1622.39 1529.89 2043.86
1359.24 1442.68 1820.94
1250.09 1175.08 1809.50
1489.66 1245.50 1513.43
1537.95 1338.60 1220.23
1262.78 1142.61 1239.69
1005.33 1011.86 1219.66
1082.32 916.41 1180.08
997.14 1056.74 919.82
 -0.43  -1.17   0.62
  4.71   0.04  -5.48
 -0.29  -0.20   0.03
 -0.16  -0.35   0.15
  0.13  -0.63   0.22
  0.10  -0.27  -0.05
 -1.40   0.45   0.77
 -0.02   0.08  -0.21
  0.24  -0.06  -0.31
  0.03  -0.19   0.05
 -0.08  -0.03   0.02
  0.01  -0.05  -0.04
 -0.02   0.00  -0.06
 -0.02  -0.01  -0.03
  1.39  -1.82   0.37
 -0.00  -0.01  -0.04
  0.07  -0.01  -0.12
  0.00  -0.01  -0.04
 -0.05  -0.01   0.01
  0.06  -0.06  -0.04
 -0.05  -0.00   0.01
  0.01  -0.02  -0.03
 -0.06  -0.09   0.12
