4496.6162 8166.3102 8499.2977 -3151.6387 -4538.8246 -5143.9324
3120.3151 5177.5620 8162.4460 -1448.7415 -1741.0128 -3866.5799
470.2000 868.8064 1848.5354 -369.7371 -642.6262 1578.5504
1975.5696 3908.5333 5307.9820 -395.2570 491.3633 701.2294
972.2023 1935.5057 2351.7180 65.1876 151.9076 -709.5802
1126.4156 2167.2019 2593.5005 -543.8758 -1080.0954 -914.0416
720.2362 1443.8411 1603.5977 291.9403 395.6165 622.3974
677.4133 1225.5885 1645.2184 -78.3544 66.9496 -252.7396
464.4564 982.0334 1035.6573 -100.7152 -318.0425 347.0037
510.7297 968.0518 1401.1678 -53.9837 29.8383 -131.9359
371.9231 787.1451 1005.8190 -29.4014 -78.1691 -54.4309
378.8215 731.5800 886.1618 15.8300 -287.6792 -377.2327
323.8297 556.1711 717.5782 54.8542 17.9729 187.4289
279.3233 611.2789 791.6736 32.7357 -78.4041 -146.4959
273.6710 611.2761 716.0873 17.5903 63.5355 95.1889
218.8636 492.5894 608.5843 1.6488 30.9095 -126.7957
194.2547 433.4121 563.8953 -32.4725 -10.7701 32.6289
173.2182 416.6070 523.4581 -17.4545 -93.3711 -221.5858
158.4706 371.8564 483.4321 -8.5114 67.1425 3.9306
145.6847 330.5925 381.4935 2.8518 -13.2444 -35.4358
138.1821 306.1645 350.3507 -17.2255 -35.8882 13.8371
116.3564 264.6449 336.2696 -17.5996 10.5005 -128.0371
108.4669 273.2363 306.2986 -7.7105 5.3172 -8.9337
