14539.7119 18628.5219 22586.4820
10781.5656 13813.5221 16748.4500
6844.5726 8769.3809 10632.5914
5277.7262 6761.9110 8198.5990
4172.3444 5345.6774 6481.4615
3100.7687 3972.7567 4816.8393
2687.7308 3443.5656 4175.2122
2200.7850 2819.6825 3418.7741
1837.4131 2354.1244 2854.2999
1631.3463 2090.1081 2534.1887
1397.6648 1790.7115 2171.1800
1234.9095 1582.1867 1918.3503
1110.4434 1422.7187 1725.0005
988.3168 1266.2481 1535.2849
897.7987 1150.2747 1394.6709
819.8869 1050.4528 1273.6401
749.7864 960.6388 1164.7436
693.0990 888.0100 1076.6834
642.8303 823.6049 998.5944
598.4818 766.7848 929.7019
560.6019 718.2526 870.8581
526.6803 674.7917 818.1631
496.5539 636.1932 771.3638
