7236.6626 -0.0721 7429.4541 -0.1099 19457.0039 -0.4290
12891.2188 -1.1641 21217.2539 -0.7514 20378.9355 4.7095
13582.5371 -0.3635 21224.6367 -0.3664 21412.4941 -0.2932
2615.1504 -2.4978 3929.7937 -0.1193 6274.3799 -0.1565
5950.1167 -0.0633 8527.6748 -0.1081 15973.1914 0.1296
2159.3237 0.0282 4171.3472 -0.0164 7050.4961 0.1049
2298.2322 -0.2836 2518.0837 -0.2700 7159.4004 -1.3960
1541.0201 -0.0228 2603.9236 -0.0310 3899.4167 -0.0223
1826.3641 -0.0135 2601.4873 -0.0073 4057.9941 0.2450
1089.0197 -0.0161 1696.7723 0.2164 2527.3083 0.0258
1259.9401 -0.0060 1740.3978 -0.0198 2713.9209 -0.0808
950.8409 0.0135 1469.2159 0.0083 2177.7554 0.0106
1052.5825 -0.0115 1630.1780 -0.0327 3014.6753 -0.0242
818.9128 0.4380 1141.6012 -0.0059 1902.0022 -0.0236
624.6786 0.0090 876.2696 0.0852 1622.3894 1.3862
675.0645 -0.1013 947.9698 -0.0614 1359.2399 -0.0048
596.7610 -0.0075 901.5493 -0.0113 1250.0938 0.0698
643.3899 0.0074 877.3643 0.0038 1489.6564 0.0028
571.5280 -0.0017 815.5429 -0.0915 1537.9493 -0.0473
469.1495 -0.0183 718.1788 -0.0152 1262.7791 0.0601
436.4076 0.0041 580.1960 0.0089 1005.3287 -0.0480
445.9039 -0.0022 519.9343 0.0659 1082.3217 0.0111
408.1111 -0.0025 576.2999 -0.0128 997.1365 -0.0624
