7269.69 11866.58 12117.09
12872.55 7032.74 10751.76
13329.23 5746.13 5544.18
2602.82 3313.60 5392.16
5908.77 4037.69 2844.71
2190.29 1891.71 3223.10
2293.07 2107.02 2326.47
1545.29 1996.69 1633.57
1814.26 1484.18 1546.69
1078.15 1231.55 1459.41
1267.70 1060.79 1244.69
947.64 1090.94 946.08
1058.10 852.98 978.73
819.32 657.75 972.50
636.61 696.54 784.41
685.01 654.44 697.99
591.40 562.01 674.79
642.23 580.18 563.11
574.87 459.34 601.02
466.96 464.61 522.60
438.46 448.24 476.49
437.00 416.89 451.89
410.54 406.71 412.37
 -0.07  -0.30   0.10
  0.18  -0.01  -0.14
  0.16  -0.09  -0.01
  0.08  -0.02  -0.05
 -0.30   0.25  -0.31
  0.01  -0.03  -0.01
  0.05  -0.02  -0.02
 -0.03   0.00  -0.03
 -0.01   0.00  -0.03
 -0.02  -0.01  -0.01
 -0.00  -0.02  -0.00
  0.02   0.08  -0.09
 -0.01  -0.00  -0.01
  0.02   0.01  -0.02
  0.01  -0.00  -0.01
  0.03  -0.22   0.21
 -0.01  -0.01  -0.00
  0.00  -0.00  -0.01
 -0.00  -0.00  -0.01
  0.37   0.40  -0.40
  0.00  -0.01   0.00
 -0.00   0.00  -0.01
 -0.00   0.00  -0.01
7559.25 19235.26 16022.61
21546.29 10858.54 15286.06
19886.79 12439.24 4158.41
3891.90 4887.82 7910.32
8491.96 6231.33 3886.33
4321.22 3232.73 4286.44
2558.39 3413.02 3104.55
2634.31 2896.63 2440.13
2493.22 2057.27 2398.34
1687.31 1842.06 2113.85
1784.38 1459.12 1930.12
1483.94 1560.29 1434.29
1653.13 1194.84 1497.92
1143.15 977.72 1418.88
911.88 1019.34 1157.77
1004.03 1002.08 986.09
874.05 845.68 972.50
876.36 837.45 843.27
839.67 744.48 814.34
728.74 723.72 727.56
578.76 626.39 733.03
492.45 630.58 646.58
583.95 613.73 590.38
 -0.10  -0.63   0.28
  0.49   0.08  -0.33
  0.40  -0.27   0.10
 -0.20  -0.08  -0.05
 -0.49   0.54  -0.64
 -0.02  -0.06  -0.01
  0.10  -0.02  -0.05
 -0.07  -0.22   0.17
 -0.00   0.01  -0.05
 -0.07  -0.34   0.30
 -0.02  -0.03  -0.00
  0.01  -0.02  -0.01
 -0.11  -0.04   0.01
 -0.01  -0.04   0.01
  0.04   0.01  -0.03
  0.34  -0.20   0.18
 -0.01  -0.03   0.01
  0.00  -0.01  -0.01
  0.02  -0.00  -0.01
 -0.03  -0.03   0.02
  0.00  -0.01  -0.00
  0.01   0.00  -0.02
  0.02   0.06  -0.07
18710.35 31773.46 26102.89
21290.07 18598.03 24318.76
15755.37 13919.61 13325.69
6585.06 8060.19 12948.18
15846.13 11291.23 5317.08
6487.99 4461.93 7880.90
7867.22 6267.95 4430.76
3793.44 5010.29 3750.09
3651.90 3775.88 3538.08
2240.23 3157.83 3335.86
2638.36 2457.81 3105.69
2118.35 2741.13 2174.51
2741.87 2272.93 2147.27
1513.02 1655.82 2278.24
1512.00 1472.14 2101.61
1192.27 1524.48 1739.13
1164.36 1303.59 1680.99
1368.92 1321.45 1437.48
1414.29 1446.47 1112.36
1196.55 1156.54 1225.76
1045.41 1037.90 1193.62
1069.15 875.97 1220.52
1112.63 1046.09 930.48
 -0.40  -1.23   0.58
  0.42   0.01  -0.49
 -0.56  -0.51   0.20
 -0.05  -0.41   0.18
  0.02  -0.23   0.04
  0.04  -0.10  -0.04
  0.14  -0.05  -0.07
 -0.01   0.02  -0.12
  0.13   0.03  -0.11
  0.02  -0.08   0.01
 -0.08  -0.05  -0.01
 -0.01  -0.03  -0.03
 -0.03   0.01  -0.06
 -0.02  -0.02  -0.03
  0.11  -0.10   0.06
 -0.02   0.00  -0.04
  0.05  -0.00  -0.03
  0.01  -0.00  -0.03
 -0.03  -0.01  -0.02
  0.00  -0.01  -0.02
 -0.05  -0.02  -0.01
  0.01  -0.01  -0.01
 -0.00  -0.00  -0.02
