11991.8340 -0.0988 17628.9316 -0.1715 28938.1777 -0.3259
8892.2490 -0.0735 13072.3008 -0.1275 21458.3945 -0.2423
5645.1587 -0.0468 8298.8232 -0.0812 13622.6543 -0.1542
4352.8799 -0.0362 6399.0728 -0.0628 10504.1816 -0.1191
3441.2004 -0.0287 5058.8330 -0.0497 8304.1572 -0.0944
2557.4031 -0.0214 3759.5820 -0.0371 6171.4150 -0.0703
2216.7441 -0.0186 3258.7869 -0.0322 5349.3516 -0.0611
1815.1287 -0.0153 2668.3809 -0.0265 4380.1904 -0.0501
1515.4326 -0.0128 2227.8042 -0.0221 3656.9768 -0.0420
1345.4761 -0.0114 1977.9547 -0.0197 3246.8450 -0.0373
1152.7439 -0.0098 1694.6235 -0.0169 2781.7522 -0.0321
1018.5092 -0.0087 1497.2880 -0.0150 2457.8225 -0.0284
915.8540 -0.0078 1346.3768 -0.0135 2210.0996 -0.0256
815.1284 -0.0070 1198.3022 -0.0121 1967.0327 -0.0228
740.4722 -0.0064 1088.5520 -0.0110 1786.8757 -0.0208
676.2134 -0.0058 994.0864 -0.0101 1631.8091 -0.0190
618.3970 -0.0054 909.0918 -0.0092 1492.2889 -0.0174
571.6432 -0.0050 840.3601 -0.0086 1379.4648 -0.0162
530.1834 -0.0046 779.4109 -0.0080 1279.4158 -0.0150
493.6064 -0.0043 725.6398 -0.0074 1191.1497 -0.0140
462.3644 -0.0041 679.7118 -0.0070 1115.7579 -0.0132
434.3871 -0.0038 638.5829 -0.0066 1048.2443 -0.0124
409.5399 -0.0036 602.0557 -0.0062 988.2841 -0.0117
