6.261595547309832012e-03 5.779645554854303049e-03
1.242287612719506114e-02 5.247751564017448349e-03
1.662615764991828143e-02 6.447616396291445603e-03
2.202674173117523046e-02 5.122149106042958588e-03
2.808534322820037052e-02 5.144466702949919944e-03
3.362011471255169082e-02 5.934904143401468178e-03
3.942032411420166860e-02 5.517375702040560811e-03
4.515713200173686326e-02 5.437420849687725662e-03
5.091760988594801196e-02 5.376924438721097585e-03
5.676637719827087869e-02 5.502512532319757052e-03
6.245975606890230569e-02 5.784453325354634891e-03
6.842242757682961973e-02 5.178865319434671800e-03
7.425500495641422505e-02 5.431442575817806498e-03
7.992114201918328054e-02 5.592942068909442441e-03
8.574319301819784134e-02 5.292622685324667973e-03
9.164518704955978978e-02 5.426677282077812040e-03
9.744389743771046664e-02 5.494652229749260458e-03
1.034238355048640312e-01 5.351468225165296848e-03
1.092824281963670485e-01 5.644539524796486282e-03
1.151952300851203509e-01 5.298670574373150720e-03
1.212526908372323492e-01 5.459177711832399402e-03
1.271308749962555829e-01 5.636409164902990779e-03
1.331358956861551368e-01 5.392698402081439780e-03
1.392036019424087445e-01 5.413761350890928734e-03
1.451743064478791811e-01 5.563231614666445425e-03
1.512873084757771491e-01 5.454357624359800795e-03
1.573716313026886360e-01 5.472354651732916353e-03
1.634197970050172699e-01 5.419042945769496356e-03
1.696376623560917341e-01 5.469511176097562564e-03
1.756998312716414601e-01 5.557974523209740537e-03
1.819259538419944200e-01 5.328099125376740443e-03
1.881613703623157829e-01 5.367887893956435792e-03
1.942247979331105101e-01 5.415734369514655158e-03
2.005658380373425975e-01 5.346496234456699775e-03
2.067598342416660795e-01 5.430583512586697158e-03
2.130545134568712917e-01 5.318221664969109003e-03
2.193751473021842702e-01 5.370025421540441067e-03
2.256629396329936088e-01 5.483874402598897489e-03
2.319674894223334172e-01 5.285950563298683937e-03
2.383825587480072616e-01 5.380650166994442422e-03
2.447073529233369238e-01 5.479712305989450222e-03
2.510707243439735392e-01 5.302928722227533143e-03
2.575632326411830264e-01 5.426142530287106878e-03
2.639262298974452414e-01 5.392158660908474843e-03
2.704188547727637837e-01 5.374655964362695486e-03
2.769133283490735620e-01 5.451464248588690914e-03
2.833734891092307695e-01 5.319998543267531049e-03
2.899967464544001561e-01 5.413367776012039008e-03
2.962871451941191947e-01 5.419287490800427272e-03
