# z  sel(tracer 1)  sel(tracer 2)
#1.0		0.1		0.02
#1.2		0.1		0.02
#1.25 	0.09	0.022
1.3		0.091	0.02
1.35	0.085	0.02
1.4		0.080	0.019
1.45	0.080	0.016
1.5		0.075	0.013
1.55	0.075	0.01
1.6		0.07	0.008
1.65	0.07	0.008
1.7		0.065	0.008
1.75	0.06	0.007
1.8		0.05	0.007
1.9		0.04	0.006
2.0		0.04	0.006
2.2		0.03	0.007
2.4		0.03	0.007
2.6		0.03	0.008
2.8		0.025	0.008
3.0		0.025	0.008
3.2		0.025	0.007
3.4		0.025	0.007
